inci_name,cas_no,function,substance
butyl phenethyl ether,5331-14-6,perfuming,maculosidine
(angelica keiskei/chrysanthemum zawadskii) leaf/stem/cinnamomum cassia bark/trichosantes kirilowii fruit/ulmus davidiana bark/root/(paeonia japonica/bupleurum falcatum/polygala tenuifolia root)/viscus album stem extract,,antidandruff; antioxidant; antiseborrhoeic; skin-protecting,(angelica keiskei/chrysanthemum zawadskii) leaf/stem/cinnamomum cassia bark/trichosantes kirilowii fruit/ulmus davidiana bark/root/(paeonia japonica/bupleurum falcatum/polygala tenuifolia root)/viscus album stem extract
hydrogenated polydecene,68037-01-4,emollient; hair-conditioning; masking; perfuming; skin-conditioning; solvent,1-decene
isobornyl formate,1200-67-5,perfuming,"[(2s)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] formate"
zinc magnesium aspartate,,antimicrobial; buffering; skin-protecting,zinc magnesium aspartate
trimethyl-7-oxabicycloheptyl)-3-buten-2-one,23267-57-4,perfuming,"dibenzo(a,l)pentacene"
phenylethylidene-bis-indole,67801-37-0,perfuming,dimethyl glutamate
2-acetylhydroquinone,490-78-8,antioxidant; bleaching; skin-conditioning,2-acetylhydroquinone
sodium dehydroacetate,4418-26-2,preservative,sodium acetate
sodium methylparaben,5026-62-0,preservative,methanol
8-isopropyl-6-methylbicyclooctene-2-carbaldehyde,67845-30-1,perfuming,"bicyclo[2.2.2]oct-5-ene-2-carboxaldehyde, 6-methyl-8-(1-methylethyl)-"
benzoxonium chloride,19379-90-9,antimicrobial,benzoxonium chloride
cetrimonium bromide,57-09-0,antimicrobial; antistatic; emulsifying; preservative; surfactant,cetyltrimethylammonium
pinus pumilio branch/leaf oil,97676-05-6,masking; perfuming,pinus pumilio branch/leaf oil
trans,3016-19-1,perfuming,"2,6-dimethylocta-2,4,6-triene"
propyl butyrate,105-66-8,perfuming,propyl butyrate
aralia continentalis callus culture extract,,antimicrobial; astringent; skin-conditioning; skin-protecting,aralia continentalis callus culture extract
3-methyl-5-phenylpentanenitrile,54089-83-7,perfuming,3-methyl-5-phenylpentanenitrile
gaultheria procumbens leaf oil,90045-28-6,masking; perfuming,methyl salicylate
apium graveolens leaf oil,89997-35-3,perfuming,apium graveolens leaf oil
ethyl 2‚6,35044-57-6,perfuming,"pyridine, 4-amino-3-phenethylamino-"
dichloro-m-xylenol,133-53-9 / 30581-95-4,antimicrobial; deodorant,dichloro-m-xylenol
arnica montana flower oil,68990-11-4,perfuming,arnica montana flower oil
isobutyl-methoxypyrazine,24683-00-9,perfuming,2-isobutyl-3-methoxypyrazine
barosma betulina leaf extract,84649-93-4,perfuming; skin-conditioning,barosma betulina leaf extract
canarium luzonicum gum extract,,perfuming,canarium luzonicum gum extract
p-methoxypropiophenone,121-97-1,perfuming,4-propanoylanisole
butyloxepanone,5579-78-2,perfuming,epsilon-decalactone
vetiveryl acetate,117-98-6 / 62563-80-8,perfuming,vetiveryl acetate
boswellia carterii gum oil,89957-98-2,perfuming,boswellia carterii gum oil
propionic acid,79-09-4,preservative,propionic acid
tricaprin,621-71-6,masking; perfuming; skin-conditioning,penthienate
citronellyl butyrate,141-16-2,perfuming,citronellyl butyrate
ethyl cyclohexylacetate,5452-75-5,perfuming,ethyl phenylacetate
gamma-terpinene,99-85-4,perfuming,gamma-terpinene
limonene,138-86-3,deodorant; perfuming; solvent,1-methyl-4-prop-1-en-2-ylcyclohexene
methyl 3-oxo-pentenyl-cyclopentaneacetate,39924-52-2,perfuming,methyl 3-oxo-2-(pent-2-enyl)cyclopentaneacetate
taraxacum brachyceras callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,taraxacum brachyceras callus extract
acanthopanax sessiliflorus callus extract,,antimicrobial; hair-conditioning; humectant; skin-conditioning,acanthopanax sessiliflorus callus extract
pheophorbide a amido peg-45 amido distearoyl glycerophosphoethane,,antimicrobial; antioxidant; antiseborrhoeic,pheophorbide a amido peg-45 amido distearoyl glycerophosphoethane
methyl propyl diketone,3848-24-6,perfuming,"2,3-hexanedione"
methylspirobicycloheptane-dioxane,87641-24-5,perfuming,"spiro(bicyclo(2.2.1)heptane-2,5'-(1,3)dioxane), 2'-methyl-"
pelargonium crispum leaf extract,90082-46-5,perfuming,pelargonium crispum leaf extract
artemisia annua callus extract,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; skin-protecting,artemisia annua callus extract
diethyldimethylcyclohexenone,68845-36-3,perfuming,"hexanal, 3,3,5-trimethyl-"
diethoxynonadiene,67674-36-6,masking; perfuming,"1,1-diethoxynona-2,6-diene"
tea-undecylenate,84471-25-0,cleansing; preservative; surfactant,"10-undecenoic acid, compd. with 2,2',2''-nitrilotris(ethanol) (1:1)"
nerolidyl acetate,56001-43-5,perfuming,cid 98043
cocoalkonium chloride,61789-71-7,antistatic; hair-conditioning; preservative,cocoalkonium chloride
cyperus scariosus root oil,91771-62-9,perfuming,cyperus scariosus root oil
octyl acetate/monomethyl acetate,68683-25-0,perfuming,"octanol, acetate, mono[(acetyloxy)methyl] deriv."
trans-rose ketone-5,39872-57-6,perfuming,"2-buten-1-one, 1-(2,4,4-trimethyl-2-cyclohexen-1-yl)-"
euphorbia cerifera cera,8006-44-8,astringent; emulsion-stabilising; film-forming; perfuming; skin-conditioning; viscosity-controlling,euphorbia cerifera cera
alpha-isomethyl ionone,127-51-5,perfuming; skin-conditioning,"3-buten-2-one, 3-methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-"
origanum vulgare flower extract,84012-24-8,antiseborrhoeic; masking; oral-care; refreshing,origanum vulgare flower extract
salicylaldehyde,90-02-8,perfuming,salicylaldehyde
hydroxyphenyl glycinamide,7228-00-4,antiseborrhoeic; hair-conditioning,2-[(3-hydroxyphenyl)amino]acetamide
vanillosmopsis erythropappa flower/leaf oil,,masking; perfuming; skin-conditioning,vanillosmopsis erythropappa flower/leaf oil
cananga odorata flower extract,83863-30-3,perfuming; skin-conditioning,cananga odorata flower extract
3‚5-dimethyl-3-cyclohexene-1-methyl acetate,67634-25-7,perfuming,"sulfone, methyl pentafluorophenyl"
isoamyl valerate,2050-09-1,perfuming,isoamyl valerate
methyl-methylene-tricyclodecan-olacetate,122760-85-4,perfuming,4-methyl-8-methyleneadamantan-2-yl acetate
isopropylmethylhexenol,40853-53-0,perfuming,5-methyl-2-propan-2-ylhex-2-en-1-ol
4-tert-butylcyclohexyl acetate,32210-23-4,perfuming,4-tert-butylcyclohexyl acetate
octyl isobutyrate,109-15-9,perfuming,octyl isobutyrate
aluminum chlorohydrex peg,242812-76-6,antiperspirant; astringent; deodorant,aluminum chlorohydrex peg
phenethyl 2-methylbutyrate,24817-51-4,perfuming,phenylethyl 2-methylbutyrate
methylcyclohexenyl butanol,15760-18-6,masking; perfuming,methylcyclohexenyl butanol
ethyl 2-methylpent-4-enoate,53399-81-8,perfuming,ethyl 2-methyl-4-pentenoate
sodium sorbate,7757-81-5,preservative,sodium sorbate
aspergillus/gelatin/rice ferment filtrate,,antioxidant; bleaching; emollient; skin-conditioning,aspergillus/gelatin/rice ferment filtrate
cyclohexanol,108-93-0,perfuming,pimelic acid
hexyl octanoate,1117-55-1,perfuming,hexyl octanoate
cis-tetrahydro-6-pent-2-enyl-pyran-2-one,25524-95-2,perfuming,tetrahydro-6-(2-pentenyl)-2h-pyran-2-one
2‚6-dimethyl-4-heptanol,108-82-7,perfuming,"2,6-dimethyl-4-heptanol"
ethylhexanal,123-05-7,perfuming,2-ethylhexanal
boesenbergia pandurata rhizome extract,,antidandruff; antimicrobial; antioxidant; bleaching; deodorant; emollient; hair-conditioning; humectant; oral-care,boesenbergia pandurata rhizome extract
salicylic acid,69-72-7,antidandruff; hair-conditioning; keratolytic; masking; preservative; skin-conditioning,salicylic acid
trans-trimethylundecadienol,58001-88-0,perfuming,"(5e)-2,6,10-trimethyl-5,9-undecadien-1-ol"
sapindus emarginatus fruit/sucrose ferment filtrate,,perfuming,sapindus emarginatus fruit/sucrose ferment filtrate
hexyl acetate,142-92-7,flavouring; masking; perfuming,hexyl acetate
pinus palustris twig leaf extract,97435-14-8,perfuming,pinus palustris twig leaf extract
rosa indica flower extract,97281-55-5,antioxidant; flavouring; masking; perfuming,rosa indica flower extract
2-methyl-2-butenol,4675-87-0,perfuming,2-methylbut-2-en-1-ol
citronellyl formate,105-85-1,perfuming,citronellyl formate
artemisia pallens herb extract,91844-86-9,perfuming,artemisia pallens herb extract
galloyl nonapeptide-11,,antiseborrhoeic; skin-protecting,galloyl nonapeptide-11
euphrasia officinalis flower/leaf/stem water,84625-36-5,flavouring; masking; perfuming,euphrasia officinalis flower/leaf/stem water
adamantanylamino dihydroxypropiophenone,,antioxidant; bleaching; skin-protecting,adamantanylamino dihydroxypropiophenone
diethyl malate,7554-12-3,perfuming,diethyl malate
anthoxanthum odoratum extract,89957-44-8,perfuming,anthoxanthum odoratum extract
cymbopogon nardus herb extract/ acetone,94333-69-4,perfuming,cymbopogon nardus herb extract/ acetone
coriandrum sativum herb oil,84775-50-8,perfuming,coriandrum sativum herb oil
methoxychalcone,959-33-1,antioxidant; bleaching; skin-conditioning,ccris 2231
hexahydro-tetramethyl-epoxy-methanoazulene,67710-71-8,perfuming,"1h,4h-3a,8a-epoxy-4,7-methanoazulene, hexahydro-1,4,10,10-tetramethyl-"
carum petroselinum seed oil,84012-33-9 / 8000-68-8,masking; perfuming; skin-conditioning,carum petroselinum seed oil
monascus/dioscorea japonica root ferment extract filtrate,,antimicrobial; skin-conditioning,monascus/dioscorea japonica root ferment extract filtrate
methyl octadecatrienoate,301-00-8,perfuming,"9,12,15-octadecatrienoic acid, methyl ester, (9z,12z,15z)-"
hexahydro-methanoinden-6-ol,3385-61-3,perfuming,4-amino-4-oxo-2-[2-(4-phenylphenyl)propan-2-yloxycarbonylamino]butanoic acid
sambucus nigra fruit juice,84603-58-7,astringent; skin-conditioning,sambucus nigra fruit juice
hydroxycitronellol,107-74-4,perfuming,"3,7-dimethyloctane-1,2-diol"
ethyl vanillate,617-05-0,perfuming,ethyl vanillate
bicyclopentylyl butenoate,68039-73-6,perfuming,"2-butenoic acid, [1,1'-bicyclopentyl]-2-yl ester"
methoxycyclododecane,2986-54-1,perfuming,"cyclododecane, methoxy-"
methylparaben,99-76-3,preservative,methylparaben
zinc glycinate salicylate,,antidandruff; antimicrobial; skin-conditioning,zinc glycinate salicylate
saccharomyces/camellia sinensis leaf/ganoderma lucidum/panax ginseng root ferment filtrate,,antioxidant; astringent; bleaching; skin-protecting,saccharomyces/camellia sinensis leaf/ganoderma lucidum/panax ginseng root ferment filtrate
4-methyl-1-oxaspiro-4-undecanol,57094-40-3,perfuming,"1-oxaspiro(5.5)undecan-4-ol, 4-methyl-"
carvone,6485-40-1 / 99-49-0 / 2244-16-8,flavouring; masking; perfuming,carvone
cryptocarya crassinervia bark oil,,antimicrobial; masking,cryptocarya crassinervia bark oil
propionaldehyde,123-38-6,perfuming,propanal
sodium lauryl diethylenediaminoglycinate,,antimicrobial; cleansing; emulsifying; surfactant,sodium lauryl diethylenediaminoglycinate
ergosterol endoperoxide,2061-64-5,bleaching; humectant; skin-conditioning,"5,8-ergosta-6,22-dien-3-ol, 5,8-epidioxy-"
5-phenylhex-4-en-2-one,35151-11-2,perfuming,5-phenylhex-4-en-2-one
acetaldehyde dipropyl acetal,105-82-8,perfuming,"1,1-dipropoxyethane"
cis-dihydrocarvone,20777-49-5,perfuming,dihydrocarvyl acetate
citrus grandis peel powder,90045-43-5 / 8016-20-4,absorbent; perfuming,citrus grandis peel powder
geranyl formate,105-86-2,perfuming,"3,4-dichlorophenol"
eucalyptus radiata flower/leaf/stem extract,92201-64-4,perfuming; skin-conditioning,eucalyptus radiata flower/leaf/stem extract
sh-heptapeptide-18,,antioxidant; antiseborrhoeic; skin-protecting,sh-heptapeptide-18
methyl rosinate,68186-14-1,film-forming; perfuming; skin-conditioning,methyl abietate
benzylcarbamato cinnamidoisopentyl dipeptide-38 amide,,antiseborrhoeic; film-forming,benzylcarbamato cinnamidoisopentyl dipeptide-38 amide
dendrobium moniliforme leaf/stem extract,,bleaching,dendrobium moniliforme leaf/stem extract
bis-retinamido methylpentane,,antimicrobial; antioxidant; emollient; skin-conditioning; skin-protecting,bis-retinamido methylpentane
phaseolus vulgaris callus extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,phaseolus vulgaris callus extract
rubus parvifolius fruit extract,,astringent; skin-conditioning,rubus parvifolius fruit extract
hydrogenated palmtrimonium chloride,,antistatic; hair-conditioning; preservative,hydrogenated palmtrimonium chloride
lavandula intermedia flower/leaf/stem water,922623-76-2,masking; perfuming,lavandula intermedia flower/leaf/stem water
sodium propylparaben,35285-69-9,preservative,cid 22635302
caprylyloxyphenylamino dimethyltetrahydro benzothiazine carboxylic acid,1629023-01-3,antioxidant; preservative; skin-protecting,caprylyloxyphenylamino dimethyltetrahydro benzothiazine carboxylic acid
nonane,111-84-2,perfuming,nonane
citrus grandis fruit water,90045-43-5 / 8016-20-4,masking; perfuming; skin-conditioning,citrus grandis fruit water
magnolia obovata fruit extract,,bleaching,magnolia obovata fruit extract
rhodinyl isovalerate,7778-96-3,perfuming,"3,7-dimethyloct-7-en-1-yl 3-methylbutanoate"
sorbic acid,110-44-1,preservative,"2,4-hexadienoic acid"
p-cresyl isovalerate,55066-56-3,perfuming,p-cresyl isovalerate
dihydroanethole,104-45-0,perfuming,4-propylanisole
artemisia pallens flower oil,91844-86-9 / 8016-03-3,masking; perfuming,artemisia pallens flower oil
hydrolyzed chitosan ferulyl linoleate,,antimicrobial; antioxidant; antiseborrhoeic; emulsion-stabilising; skin-conditioning,hydrolyzed chitosan ferulyl linoleate
methyl 3-nonenoate,13481-87-3,perfuming,methyl 3-nonenoate
cognac oil green,8016-21-5,perfuming,"9,12-octadecadienoic acid"
juniperus mexicana wood extract epoxidized,99811-75-3,perfuming,juniperus mexicana wood extract epoxidized
octahydro-pentamethyl-indene,33704-60-8,perfuming,"1h-indene, octahydro-1,1,2,3,3-pentamethyl-"
cymbopogon martini sofia herb extract,92704-07-9,perfuming,cymbopogon martini sofia herb extract
phenethyl 2-ethylbutyrate,6315-04-4,perfuming,phenethyl 2-ethylbutanoate
2‚3-dimethyl-4-(2‚6,71850-78-7,perfuming,"2,3-dimethyl-4-(2,6,6-trimethyl-1-cyclohexenyl)-2-butenal"
myrtus communis stem extraxt,84082-67-7,perfuming,myrtus communis stem extraxt
tris(n-hydroxypropyl) hexahydrotriazine,25254-50-6,antimicrobial,n-(aminocarbonyl)-l-cysteine
thymus vulgaris flower/leaf/stem water,84929-51-1,masking; perfuming,thymus vulgaris flower/leaf/stem water
zinc isomerized linoleate hydroxide,,hair-conditioning; masking; perfuming; skin-conditioning; skin-protecting; uv-absorber,zinc isomerized linoleate hydroxide
docosahexenoic/docosapentenoic/oleic/palmitic triglyceride,,bleaching; skin-conditioning; skin-protecting,docosahexenoic/docosapentenoic/oleic/palmitic triglyceride
2‚5-dimethylpyrazine,123-32-0,perfuming,"2,5-dimethylpiperazine"
rosmarinus officinalis flower oil,84604-14-8,perfuming,rosmarinus officinalis flower oil
cistus ladaniferus leaf extract,89997-74-0,perfuming,cistus ladaniferus leaf extract
2-hexylidenecyclopentanone,17373-89-6,perfuming,2-hexylidenecyclopentan-1-one
cinnamyl isobutyrate,103-59-3,perfuming,cinnamyl 2-methylpropanoate
ascorbyl lactoside,,antioxidant; bleaching,ascorbyl lactoside
benzyl isoamyl ether,122-73-6,perfuming,isoamyl benzyl ether
myroxylon balsamum pereirae balsam extract,8007-00-9,perfuming,ipilimumab (anti-ctla-4)
acetylisopropyltetramethylindane,68140-48-7,perfuming,3-methyl-dl-aspartic acid
methyl methylvalerate,2412-80-8,perfuming,methyl 4-methylvalerate
myristyl theobroma grandiflorum seedate,,bleaching; emollient; skin-conditioning,myristyl theobroma grandiflorum seedate
petroselinum crispum leaf oil,84012-33-9,masking; perfuming,petroselinum crispum leaf oil
artemisia capillaris flower/leaf/stem water,223747-93-1,flavouring; masking; perfuming; skin-conditioning,artemisia capillaris flower/leaf/stem water
3-methylpentan-1-ol,589-35-5,perfuming,3-methyl-1-pentanol
trisodium ascorbyl hexyldecanoate phosphate,635681-25-3,antioxidant; antiseborrhoeic; bleaching; humectant; surfactant,trisodium ascorbyl hexyldecanoate phosphate
octanal ethyleneglycol cyclic acetal,4359-57-3,perfuming,"phenol, 4-(1-methylethyl)-2,6-dinitro-"
aeropyrum/soybean ferment filtrate,,antiseborrhoeic; emollient; skin-conditioning; skin-protecting,aeropyrum/soybean ferment filtrate
violacein,548-54-9,antimicrobial; antioxidant; cosmetic-colorant,violacein
5‚5,3407-42-9,perfuming,isobornyl cyclohexanol
hexahydro-methanoindenyl propionate,68912-13-0,perfuming,tricyclodecenyl propionate
ethyl tiglate,55514-48-2 / 5837-78-5,perfuming,ethyl tiglate
ethyl anthranilate,87-25-2,perfuming,2-aminophenol
impatiens balsamina flower/leaf/stem extract,90045-84-4,astringent; masking,impatiens balsamina flower/leaf/stem extract
2‚4-hexadienol,111-28-4,perfuming,"2,4-hexadien-1-ol"
litsea cubeba fruit extract hydrogenated,92457-16-4,perfuming,litsea cubeba fruit extract hydrogenated
aleurites moluccanus extract,,astringent,aleurites moluccanus extract
triacetin,102-76-1,antimicrobial; film-forming; masking; plasticiser; solvent,triacetin
melozol formate,68039-78-1,perfuming,"4,7-methano-1h-indenemethanol, octahydro-, formate"
isoamyl salicylate,87-20-7,perfuming,isoamyl salicylate
decahydro-trimethyl-beta-naphthyl acetate,24238-95-7,perfuming,"2-naphthalenol, decahydro-5,5,8a-trimethyl-, 2-acetate"
rosa damascena flower water extract,,antioxidant; astringent,rosa damascena flower water extract
m-tert-butylphenyl isobutyraldehyde,62518-65-4,perfuming,3-(3-tert-butylphenyl)-2-methylpropanal
c10 alkyl acetate,68478-36-4,perfuming,(4-methyl-3-propylhexyl) acetate
sodium/aluminum/iron/sulfate/oxalate/hydroxide,,antimicrobial; chelating; deodorant; humectant; opacifying,sodium/aluminum/iron/sulfate/oxalate/hydroxide
hamamelis virginiana bark/twig extract,84696-19-5,astringent; skin-conditioning,hamamelis virginiana bark/twig extract
cedryl acetate,77-54-3,perfuming,"[(2r,5s)-2,6,6,8-tetramethyl-8-tricyclo[5.3.1.01,5]undecanyl] acetate"
methyl nonyl ketone,112-12-9,perfuming,2-undecanone
5-nonen-2-one,27039-84-5,perfuming,5-nonen-2-one
methyl tiglate,6622-76-0,perfuming,methyl 2-methylbut-2-enoate
jasminum officinale flower/leaf extract,90045-94-6,masking; moisturising; perfuming; skin-conditioning; soothing,jasminum officinale flower/leaf extract
myristyl carpotroche brasiliensis seedate,,bleaching; emollient,myristyl carpotroche brasiliensis seedate
paris verticillata leaf extract,,antimicrobial,paris verticillata leaf extract
thymus mastichina herb oil,84837-14-9,perfuming,thymus mastichina herb oil
