inci_name,cas_no,function,substance
tuber melanosporum whole plant oil,85085-76-3,perfuming,tuber melanosporum whole plant oil
ocimum basilicum leaf water,84775-71-3,flavouring; masking; perfuming; skin-conditioning,ocimum basilicum leaf water
papaver rhoeas flower water,84696-43-5,astringent; masking,papaver rhoeas flower water
phenethyl tiglate,55719-85-2,perfuming,2-phenylethyl 2-methylbut-2-enoate
cymbopogon martini herb extract formate,94266-45-2,perfuming,cymbopogon martini herb extract formate
cinnamomum camphora wood extract,92201-50-8,perfuming,cinnamomum camphora wood extract
steartrimonium chloride,112-03-8,antistatic; hair-conditioning; preservative,stearyltrimethylammonium chloride
cis-3-hexenyl butyrate,16491-36-4,perfuming,hex-3-en-1-yl butanoate
sd alcohol 38-f,,astringent; solvent; viscosity-controlling,sd alcohol 38-f
8-ethyl-1‚5-dimethylbicyclo-8-octanol,84681-92-5,perfuming,"bicyclo[3.2.1]octan-8-ol, 8-ethyl-1,5-dimethyl-"
shikimoyl sh-nonapeptide-12,,antidandruff; antimicrobial; antioxidant; hair-conditioning; skin-protecting,shikimoyl sh-nonapeptide-12
santalyl acetate,1323-00-8,perfuming,cid 524257
isopropyl-cyclohexadiene-acetaldehyde,93941-67-4,perfuming,"cyclohexadieneacetaldehyde, 4-(1-methylethyl)-"
narcissus tazetta bulb extract,,astringent; hair-conditioning; skin-conditioning,narcissus tazetta bulb extract
bletilla striata root water,,flavouring; masking; perfuming,bletilla striata root water
alpinia speciosa leaf water,,antimicrobial; emollient; hair-conditioning; skin-conditioning,alpinia speciosa leaf water
linalool acid isomerized,73018-51-6,perfuming,calcium oxide
silene acaulis callus culture extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,silene acaulis callus culture extract
hexyl methylbutyrate,10032-15-2,perfuming,hexyl 2-methylbutyrate
ethyl 2-methyl-4-oxo-6-pentylcyclohex-2-enecarboxylate,59151-19-8,perfuming,"2-cyclohexene-1-carboxylic acid, 2-methyl-4-oxo-6-pentyl-, ethyl ester"
cinnamomum camphora formosana leaf extract,92704-03-5,perfuming,cinnamomum camphora formosana leaf extract
ficus religiosa stem extract,,antimicrobial; skin-conditioning,ficus religiosa stem extract
ethyl dimethyl-methylenecyclohexenecarboxylate,35044-58-7,perfuming,"ethane, 1,2-(trisdimethylaminosilyl)-"
melaleuca alternifolia leaf water,85085-48-9,antimicrobial; antiseborrhoeic; astringent; tonic,melaleuca alternifolia leaf water
nitriles coco,61789-53-5,perfuming,nitriles coco
ethyl geranyl ether,22882-91-3,perfuming,"(2e)-1-ethoxy-3,7-dimethyl-2,6-octadiene"
cis-2-phenylpropenyl acetate,37973-52-7,perfuming,"1-propen-1-ol, 2-phenyl-, acetate, (1e)-"
pimenta officinalis fruit oil,84929-57-7 / 8006-77-7,perfuming,pimenta officinalis fruit oil
ammonium glycolate,35249-89-9,buffering; keratolytic,"carbamic acid, (3-chloro-2-hydroxyphenyl)-, 1-methylethyl ester"
pseudotsuga menziesii wood extract,,antimicrobial,pseudotsuga menziesii wood extract
tocopheryl ethylascorbyl peg-4 bis-succinate,,antioxidant; antiseborrhoeic,tocopheryl ethylascorbyl peg-4 bis-succinate
nymphaea alba leaf cell extract,84696-27-5,flavouring; masking; perfuming; skin-protecting,nymphaea alba leaf cell extract
vitis amurensis root extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,vitis amurensis root extract
butyl salicylate,2052-14-4,perfuming,butyl salicylate
citronellic acid,502-47-6,antidandruff; antimicrobial; masking,citronellic acid
larix sibirica wood extract,90046-20-1,antidandruff; antimicrobial; antioxidant; skin-protecting,larix sibirica wood extract
schizandra sphenanthera fruit extract,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,schizandra sphenanthera fruit extract
eucalyptus smithii leaf oil,91771-68-5,perfuming,eucalyptus smithii leaf oil
citrus paradisi seed oil,90045-43-5,perfuming; skin-conditioning,citrus paradisi seed oil
fragaria vesca flower extract,84929-78-2,astringent; skin-conditioning,fragaria vesca flower extract
murdannia keisak extract,,antimicrobial; antioxidant; emollient; humectant; skin-protecting,murdannia keisak extract
thuja orientalis leaf extract,91770-83-1,antioxidant; bleaching; hair-conditioning; skin-protecting,thuja orientalis leaf extract
methyl o-anisate,606-45-1,perfuming,methyl 2-methoxybenzoate
ostrya japonica leaf extract,,antimicrobial; antioxidant; emollient; skin-conditioning; skin-protecting,ostrya japonica leaf extract
petroselinum crispum seed extract,84012-33-9,masking; perfuming,petroselinum crispum seed extract
formyl ethyl tetramethyl tetralin,58243-85-9,perfuming,"2-naphthalenecarboxaldehyde, 3-ethyl-5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-"
methyloctenol,24089-00-7,perfuming,3-methyloct-1-en-3-ol
benzaldehyde glyceryl 1‚3-cyclic acetal,1319-88-6,perfuming,"1,3-dioxolane-4-methanol, 2-phenyl-"
polyaminopropyl biguanide,32289-58-0 [1]/27083-27-8 [2]/28757-47-3 [3]/ 133029-32-0 [4],preservative,polyaminopropyl biguanide
pinus sylvestris leaf water,84012-35-1,perfuming; skin-conditioning,pinus sylvestris leaf water
potentilla chinensis callus extract,,antimicrobial; antioxidant; skin-conditioning,potentilla chinensis callus extract
methyl trans-1‚4-dimethyl-cyclohexanecarboxylate,23250-42-2,perfuming,"methyl 1,4-dimethylcyclohexane-1-carboxylate"
hedera helix leaf/stem,84082-54-2,anticaking; antimicrobial; astringent; skin-conditioning; soothing; tonic,hedera helix leaf/stem
cis-2-pentenol,1576-95-0,perfuming,pent-2-en-1-ol
cyclohexyl-4-methylpentan-2-one,4927-39-3,perfuming,"2-pentanone, 4-cyclohexyl-4-methyl-"
prunus tomentosa fruit extract,,antimicrobial; antioxidant; astringent; hair-conditioning; skin-conditioning,prunus tomentosa fruit extract
isoamyl phenylacetate,102-19-2,perfuming,isoamyl phenylacetate
aminolevulinoyl tripeptide-35,,bleaching; hair-conditioning; skin-protecting,aminolevulinoyl tripeptide-35
dihydroeugenol,2785-87-7,perfuming,4-propylguaiacol
helichrysum angustifolium flower oil,90045-56-0,masking; perfuming,helichrysum angustifolium flower oil
r-bovine oligopeptide-1,,astringent; humectant; skin-conditioning,r-bovine oligopeptide-1
lavandula hybrida herb extract,91722-69-9,perfuming,lavandula hybrida herb extract
bacillus/monascus/houttuynia cordata leaf/rice bran ferment filtrate,,antimicrobial; antiseborrhoeic; cosmetic-colorant,bacillus/monascus/houttuynia cordata leaf/rice bran ferment filtrate
phytol,150-86-7 / 7541-49-3,emollient; masking; perfuming,phytol
isopropyl-methylbicyclohexanone,546-80-5,perfuming,3-thujanone
commiphora schimperi gum oil,89997-88-6,perfuming,commiphora schimperi gum oil
geranyl propionate,105-90-8,perfuming,"2,6-octadien-1-ol, 3,7-dimethyl-, 1-propanoate"
methylenedioxyphenyl methylpropanal,1205-17-0,perfuming,"3-(3,4-methylenedioxyphenyl)-2-methylpropanal"
3‚6-nonadienol,76649-25-7,perfuming,"3,6-nonadien-1-ol"
caprylic/capric triglyceride,73398-61-5 / 65381-09-1,masking; perfuming; skin-conditioning,caprylic/capric triglyceride
viburnum dilatatum leaf/stem extract,,antimicrobial; antioxidant; emollient; skin-conditioning; skin-protecting,viburnum dilatatum leaf/stem extract
cinnamomum camphora adventitious root extract,,antimicrobial; antioxidant; hair-conditioning; refreshing; skin-conditioning; skin-protecting,cinnamomum camphora adventitious root extract
bacillus/monascus/typha angustifolia flower/soybean ferment filtrate,,antimicrobial; antioxidant; emollient; hair-conditioning,bacillus/monascus/typha angustifolia flower/soybean ferment filtrate
heliotropine,120-57-0,masking; perfuming; skin-conditioning,piperonal
l-menthyl formate,61949-23-3,perfuming,"menthyl formate, (-)-"
skatole,83-34-1,perfuming,skatole
castanopsis cuspidata stem extract,,antimicrobial; antioxidant; astringent; emollient,castanopsis cuspidata stem extract
lauroyloxy isobutyroyloxy isohexanoic acid,,antiseborrhoeic,lauroyloxy isobutyroyloxy isohexanoic acid
lolium perenne fruit extract,90063-63-1,perfuming,lolium perenne fruit extract
quercus robur bark extract,71011-28-4,astringent,quercus robur bark extract
cymbopogon nardus herb extract,89998-15-2,perfuming,cymbopogon nardus herb extract
cis-3-hexenyl tiglate,67883-79-8,perfuming,hex-3-en-1-yl 2-methylbut-2-enoate
hyssopus officinalis herb oil,84603-66-7,perfuming,hyssopus officinalis herb oil
salicylamide,65-45-2,keratolytic,salicylamide
5-amino-6-chloro-o-cresol,84540-50-1,antimicrobial; hair-dyeing,5-amino-6-chloro-o-cresol
methyl 2‚6,28043-10-9,perfuming,"2-cyclohexene-1-carboxylic acid, 2,6,6-trimethyl-, methyl ester"
dihydro-alpha-terpinol,498-81-7,perfuming,p-menthan-8-ol
kluyveromyces/lactobacillus/walnut seed oil ferment filtrate,,antioxidant; bleaching; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/walnut seed oil ferment filtrate
cyclohexanone diethyl acetal,1670-47-9,perfuming,"1,1-diethoxycyclohexane"
borneol,507-70-0,masking; perfuming,"(1r,2s,4s)-1,7,7-trimethylbicyclo(2.2.1)heptan-2-ol"
3-isopentenyl acetate,5205-07-2,perfuming,isoprenyl acetate
ethyl benzoate,93-89-0,perfuming; preservative,ethyl benzoate
hibiscolide,6707-60-4,perfuming,11-oxahexadecanolide
isobutyl phenylacetate,102-13-6,perfuming,isobutyl phenylacetate
dimethylhexyl acetate,67952-57-2,perfuming,6-methyl-2-heptyl acetate
citral diethyl acetal,7492-66-2,perfuming,"(2e)-1,1-diethoxy-3,7-dimethylocta-2,6-diene"
betaine salicylate,,antimicrobial; keratolytic,betaine salicylate
arbutinyl undecylenate,,antimicrobial; antioxidant; bleaching,arbutinyl undecylenate
cyclododecyl acetate,6221-92-7,perfuming,"cyclododecanol, 1-acetate"
s-scorpion oligopeptide-1 amide,,antiseborrhoeic,s-scorpion oligopeptide-1 amide
10-hydroxy-1‚8-p-menthadiene,15766-66-2,perfuming,vanadium(iii) iodide
methoxy peg-100 propyl melittin amide,,antiseborrhoeic,methoxy peg-100 propyl melittin amide
2-ethylbutanol,97-95-0,perfuming,2-ethyl-1-butanol
2-nonyn-1-al dimethylacetal,13257-44-8,perfuming,"1,1-dimethoxynon-2-yne"
calcium thioglycolate,814-71-1,depilatory; keratolytic; reducing,beta-maltose
octahydro-tetramethyl-methano-cyclopentacyclopropabenzene-4-methanol formate,59056-70-1,perfuming,"2,3b-methano-3bh-cyclopenta[1,3]cyclopropa[1,2]benzene-4-methanol, octahydro-7,7,8,8-tetramethyl-, 4-formate"
bacillus/monascus/engelhardia roxburghiana leaf/soybean ferment filtrate,,antioxidant; antiseborrhoeic; emollient; skin-conditioning,bacillus/monascus/engelhardia roxburghiana leaf/soybean ferment filtrate
camellia sinensis leaf water,84650-60-2,masking; perfuming; tonic,phenol
bicyclopentylone,4884-24-6,perfuming,2-cyclopentylcyclopentanone
vaccinium macrocarpon fruit water,91770-88-6,masking; perfuming,vaccinium macrocarpon fruit water
butyl resorcinol bis-succinoylphytosphingosine,,antimicrobial; skin-protecting,butyl resorcinol bis-succinoylphytosphingosine
lavandula hybrida barreme herb oil,93685-88-2,perfuming,lavandula hybrida barreme herb oil
1‚1-dimethyl-3-phenylpropyl isobutyrate,10031-71-7,perfuming,"1,1-dimethyl-3-phenylpropyl isobutyrate"
kluyveromyces/lactobacillus/peach kernel ferment oil filtrate,,antioxidant; bleaching; hair-conditioning; skin-conditioning; skin-protecting,kluyveromyces/lactobacillus/peach kernel ferment oil filtrate
oxobutylphenyl acetate,3572-06-3,perfuming,4-(p-acetoxyphenyl)-2-butanone
narcissus pseudo-narcissus flower water,90064-27-0,flavouring; masking; perfuming; skin-conditioning,narcissus pseudo-narcissus flower water
tert-butyl dimethyl acetophenone,2040-10-0,perfuming,"4'-tert-butyl-2',6'-dimethylacetophenone"
hydroxymethyl dioxoazabicyclooctane,6542-37-6,antimicrobial,hydroxymethyl dioxoazabicyclooctane
morus bombycis wood extract,,antimicrobial; antioxidant; astringent; emollient,morus bombycis wood extract
allyl heptine carbonate,73157-43-4,perfuming,"2-octynoic acid, 2-propen-1-yl ester"
resorcinol dimethyl ether,151-10-0,perfuming,"1,3-dimethoxybenzene"
origanum cretium herb extract,91722-83-7,perfuming,origanum cretium herb extract
bifonazole,60628-96-8,antidandruff; antimicrobial,bifonazole
lactobacillus/rice/camellia sinensis leaf/taraxacum platycarpum ferment extract,,bleaching; skin-conditioning,lactobacillus/rice/camellia sinensis leaf/taraxacum platycarpum ferment extract
cis-3-heptenyl acetate,1576-78-9,perfuming,hept-3-en-1-yl acetate
alpha-methyl-alpha-vinyl-benzenepropanenitrile,97384-48-0,perfuming,2-benzyl-2-methyl-3-butenitrile
hydrolyzed glucosyl stevioside,,antidandruff; antioxidant; antiseborrhoeic; skin-conditioning,hydrolyzed glucosyl stevioside
isoamyl phenethyl ether,56011-02-0,perfuming,isoamyl phenethyl ether
methoxyacetophenone,100-06-1,perfuming,bromomethyl 4-methoxyphenyl ketone
5-methyl-5-phenyl-3-hexanone,4927-36-0,perfuming,"3-hexanone, 5-methyl-5-phenyl-"
cellulose gum,9004-32-4,binding; emulsion-stabilising; film-forming; fragrance; viscosity-controlling,carmellose (jp17/nf/inn)
dimethyl benzenebutanol,92585-24-5,perfuming,2-methyl-4-phenyl-1-pentanol
isobutylamido thiazolyl resorcinol,1428450-95-6,bleaching,"n-(4-(2,4-dihydroxyphenyl)-1,3-thiazol-2-yl)-2-methylpropanamide"
5-bromo-5-nitro-1‚3-dioxane,30007-47-7,preservative,"5-bromo-5-nitro-1,3-dioxane"
ononis arvensis root extract,,antiseborrhoeic; soothing,ononis arvensis root extract
triclosan,3380-34-5,deodorant; preservative,triclosan
silver bicarbonate,534-16-7,antidandruff; antimicrobial,silver carbonate
4-methyl-2-phenylethyl-1‚3-dioxolane,67634-23-5,perfuming,2-(4-chlorophenoxy)-n-(2-chlorophenyl)acetamide
aluminum zirconium tetrachlorohydrate,98106-52-6,antiperspirant; astringent; deodorant,aluminum zirconium pentachlorohydrate (usp)
p-tert-butylphenyl acetonitrile,3288-99-1,perfuming,(4-tert-butylphenyl)acetonitrile
methyl2-phenylmethyleneoctylideneamino benzoate,67924-13-4,perfuming,"benzoic acid, 2-((2-(phenylmethylene)octylidene)amino)-, methyl ester"
hexahydro-benzofuranone,6051-03-2,perfuming,"2(3h)-benzofuranone, hexahydro-"
cyclooctyl methyl carbonate,61699-38-5,perfuming,"benzoic acid, 4-(1,1-dimethylethyl)-, compd. with 2,2',2''-nitrilotris(ethanol) (1:1)"
trimethylcyclopentenyl dimethylisopentenol,107898-54-4,perfuming,"4-penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-"
phenyl benzoate,93-99-2,preservative,phenyl benzoate
2‚5-dimethyl-2-vinylhex-4-enal,56134-05-5,perfuming,"2,5-dimethyl-2-vinyl-4-hexenal"
pinus mugo leaf oil,90082-72-7 / 8000-26-8,masking; perfuming,pinus mugo leaf oil
benzyl valerate,10361-39-4,perfuming,benzyl pentanoate
butyl isohexanoate,6297-41-2,perfuming,butyl 2-methylpentanoate
o-tolualdehyde,529-20-4,perfuming,2-methylbenzaldehyde
trans-rose ketone-3,71048-82-3,perfuming,"1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one"
l-menthanone,14073-97-3,perfuming,p-menthan-3-one
zinc cysteinate,,antimicrobial,zinc cysteinate
carvacrol,499-75-2,perfuming,carvacrol
4-ethylphenol,123-07-9,perfuming,4-ethylphenol
o-phenylphenol,90-43-7,preservative,"(1,1'-biphenyl)-2-ol"
amylvinylcarbinyl acetate,2442-10-6,perfuming,1-octen-3-yl acetate
lavandula angustifolia herb extract,90063-37-9,perfuming,lavandula angustifolia herb extract
sodium salicylate,54-21-7,denaturant; preservative,sodium salicylate
bursera fagaroides wood oil,92874-96-9,perfuming,bursera fagaroides wood oil
2-dimethylcyclohexenyl-5-methyl-5-methylpropyl-1‚3-dioxane,117933-89-8,perfuming,"1,3-dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-"
hexahydro-methanoinden-6-yl isobutyrate,68039-39-4,perfuming,"3a,4,5,6,7,7a-hexahydro-4,7-methano-1h-inden-6-yl isobutyrate"
lavandula officinalis extract sulfurized palladium salt,97660-01-0,perfuming,lavandula officinalis extract sulfurized palladium salt
octahydro-hexamethyl-naphthoxirene,94400-98-3,perfuming,moxalone
citrus nobilis peel extract,90063-83-5 / 84929-38-4,masking; perfuming; skin-conditioning,citrus nobilis peel extract
2-melozol acetate,64644-34-4,perfuming,"propiophenone, 4'-(2-hydroxy-3-((2-diethylaminoethyl)amino)propoxy)-"
3‚7-dimethyl-3‚6-octadienal,55722-59-3,perfuming,"3,6-octadienal, 3,7-dimethyl-"
phenyl mercuric acetate,62-38-4,preservative,acetoxy phenylmercury
beta-pinenes,127-91-3,perfuming,beta-pinene
1-methyl-4-methylvinyl-cyclohexene,7705-14-8 / 6876-12-6,perfuming,1-methyl-4-methylvinyl-cyclohexene
daemonorops draco extract,84776-31-8,astringent,daemonorops draco extract
amylcinnamal dimethyl acetal,91-87-2,perfuming,[2-(dimethoxymethyl)-1-heptenyl]benzene
methoxycitronellal,3613-30-7,perfuming,"7-methoxy-3,7-dimethyloctanal"
cannabidiol,13956-29-1,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,"2-[(6r)-6-isopropenyl-3-methyl-2-cyclohexen-1-yl]-5-pentyl-1,3-benzenediol"
dimethylaminostyryl heptyl methyl thiazolium iodide,,antimicrobial,dimethylaminostyryl heptyl methyl thiazolium iodide
aspergillus/potato starch/wheat flour ferment filtrate,,antimicrobial; antiseborrhoeic,aspergillus/potato starch/wheat flour ferment filtrate
nicotiana tabacum leaf oil,84961-66-0,perfuming,nicotiana tabacum leaf oil
coumaroyl tripeptide-35,,antioxidant; bleaching; skin-protecting,coumaroyl tripeptide-35
2-methoxy-3-methylpyrazine,2847-30-5,perfuming,2-methoxy-3-methylpyrazine
eucalyptus cinerea leaf oil,98143-66-9,astringent; deodorant; flavouring; masking,eucalyptus cinerea leaf oil
dihydrojasmone,1128-08-1,perfuming,dihydrojasmone
amyl cinnamate,3487-99-8,perfuming,3-methylbutyl 3-phenylprop-2-enoate
potassium propylparaben,84930-16-5,preservative,potassium propylparaben
veratrole,91-16-7,perfuming,veratrole
lippia origanoides leaf/flower/stem oil,,antimicrobial; antioxidant; flavouring; masking; preservative,lippia origanoides leaf/flower/stem oil
physocarpus amurensis stem extract,,antidandruff; antimicrobial; antioxidant; emollient; skin-conditioning,physocarpus amurensis stem extract
methoxyphenylamino phenylpyrazole,103141-09-9,antiseborrhoeic,fpl 62064
cymbopogon schoenanthus water,89998-16-3,flavouring; masking; perfuming; skin-conditioning,cymbopogon schoenanthus water
disodium dihydroxyethyl sulfosuccinylundecylenate,109840-16-6,antimicrobial; cleansing; deodorant; surfactant,"4-dodecene-1,2,12-tricarboxylic acid, 2-sulfo-, 1,2-bis(2-hydroxyethyl) ester, sodium salt (1:2)"
piper angustifolium leaf extract,,antioxidant; astringent; skin-conditioning; skin-protecting,piper angustifolium leaf extract
eugenia caryophyllus bud water,,antimicrobial; antioxidant; antiplaque,eugenia caryophyllus bud water
terpenes and terpenoids sinpine,68917-63-5,perfuming,terpenes and terpenoids sinpine
isopropylphenyl-propionaldehyde,34291-99-1,perfuming,2-(4-isopropylphenyl)propionaldehyde
commiphora erythrea glabrescens gum oil,93686-00-1 / 100084-96-6,perfuming,commiphora erythrea glabrescens gum oil
ammonium sulfite,10196-04-0,hair-waving-or-straightening; preservative; reducing,ammonium sulfite
cordyline terminalis leaf extract,,astringent; skin-conditioning,cordyline terminalis leaf extract
lavandula angustifolia angustifolia herb extract acetylated,94334-13-1,perfuming,lavandula angustifolia angustifolia herb extract acetylated
methylene glycol,463-57-0,antimicrobial; nail-conditioning,methanediol
juglans nigra leaf extract,96690-56-1,astringent,juglans nigra leaf extract
calcium undecylenate,1322-14-1,antimicrobial; preservative; viscosity-controlling,calcium undecylenate
dimethyl-3-methylpentadienyl-oxirane,69103-20-4,perfuming,"2,2-dimethyl-3-(3-methylpenta-2,4-dienyl)oxirane"
citral / methyl anthranilate schiff base,67801-47-2,perfuming,"methyl 2-(3,7-dimethylocta-2,6-dienylideneamino)benzoate"
dihydroterpinyl acetate,80-25-1,perfuming,dihydroterpinyl acetate
abies alba seed extract,,antimicrobial; antioxidant; bleaching; skin-conditioning; skin-protecting,abies alba seed extract
copaifera reticulata balsam oil,8001-61-4,perfuming,copaifera reticulata balsam oil
isopropyl palmitate,142-91-6,binding; emollient; masking; perfuming,isopropyl palmitate
trimethylbicyclohept-3-ylidenepropiononitrile,68804-02-4,perfuming,"3-(4,7,7-trimethylbicyclo[4.1.0]heptan-3-ylidene)propanenitrile"
adesmia boronioides flower/leaf/stem oil,,flavouring; masking; perfuming,adesmia boronioides flower/leaf/stem oil
verbascoside,61276-17-3,antioxidant; bleaching; chelating; skin-protecting,"[(2r,3r,4r,5r,6r)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-2-(hydroxymethyl)-4-[(2s,3r,4r,5r,6s)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] 3-(3,4-dihydroxyphenyl)prop-2-enoate"
shinorine,73112-73-9,antimicrobial; antioxidant; hair-conditioning; skin-protecting; stabilising,shinorine
origanum vulgare flower/leaf/stem water,84012-24-8,masking; perfuming,origanum vulgare flower/leaf/stem water
anigozanthos flavidus flower extract,223749-17-5,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,anigozanthos flavidus flower extract
viola mandshurica flower/syringa vulgaris/(solanum melongena/vitis vinifera) fruit water,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,viola mandshurica flower/syringa vulgaris/(solanum melongena/vitis vinifera) fruit water
mahonia aquifolium root extract,90063-76-6,astringent,mahonia aquifolium root extract
methyl acetylaminobenzoate,2719-08-6,perfuming,methyl n-acetylanthranilate
bacillus/monascus/vanda coerulea callus/rice bran ferment filtrate,,antiseborrhoeic; emollient; skin-conditioning,bacillus/monascus/vanda coerulea callus/rice bran ferment filtrate
4-thujanol,546-79-2,perfuming,sabinene
abies sibirica needle extract,91697-89-1,perfuming,abies sibirica needle extract
lactobacillus/aloe leaf/angelica keiskei/brassica oleracea acephala leaf/carrot leaf/carrot root/cucumber fruit/grapefruit fruit/lavander leaf/melissa officinalis leaf/rosemary leaf/tomato fruit ferment filtrate,,antioxidant; astringent; humectant; skin-protecting,lactobacillus/aloe leaf/angelica keiskei/brassica oleracea acephala leaf/carrot leaf/carrot root/cucumber fruit/grapefruit fruit/lavander leaf/melissa officinalis leaf/rosemary leaf/tomato fruit ferment filtrate
cedrol methyl ether,19870-74-7,perfuming,8-methoxycedrane
pinus mugo pumilio twig leaf extract,90082-73-8,perfuming,pinus mugo pumilio twig leaf extract
rh-oligopeptide-33,,antimicrobial; skin-protecting,rh-oligopeptide-33
euphorbia jolkinii extract,,antimicrobial; antioxidant; antiseborrhoeic; astringent; emollient; hair-conditioning; skin-conditioning,euphorbia jolkinii extract
centella asiatica callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,centella asiatica callus extract
amentoflavone,1617-53-4,antioxidant; bleaching,amentoflavone
isopropyl-p-cresol,4427-56-9,perfuming,2-isopropyl-p-cresol
reynoutria sachalinensis sprout extract,,antimicrobial; antiplaque; astringent; masking; skin-conditioning; skin-protecting,reynoutria sachalinensis sprout extract
iris germanica florentina root oil,90045-89-9,perfuming,iris germanica florentina root oil
guaiacum sanctum gum extract,91723-40-9,perfuming,guaiacum sanctum gum extract
phalaenopsis amabilis flower extract,,bleaching; skin-protecting,phalaenopsis amabilis flower extract
kluyveromyces/lactobacillus/evening primrose flower oil ferment filtrate,,antioxidant; astringent; bleaching; hair-conditioning; skin-conditioning; skin-protecting,kluyveromyces/lactobacillus/evening primrose flower oil ferment filtrate
hydrolyzed camellia sinensis leaf extract,,antioxidant; antiseborrhoeic; bleaching; skin-conditioning,hydrolyzed camellia sinensis leaf extract
calcium paraben,69959-44-0,preservative,calcium bis(4-hydroxybenzoate)
iris germanica florentina root extract,90045-89-9,perfuming,iris germanica florentina root extract
bacillus/monascus/prunella vulgaris flower/leaf/soybean ferment filtrate,,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,bacillus/monascus/prunella vulgaris flower/leaf/soybean ferment filtrate
isopentylcyclohexanone,16587-71-6,masking; perfuming,4-tert-pentylcyclohexanone
amyl cyclopentanone propanone,40942-73-2,perfuming,"2,6-di-tert-butylnaphthalene"
tricyclopentadiene,7158-25-0,perfuming,"rel-(1r,2s)-2-phenylcyclohexanol"
butyl phenylacetate,122-43-0,perfuming,butyl phenylacetate
melissa officinalis leaf oil,84082-61-1 / 8014-71-9,masking; perfuming; tonic,melissa officinalis leaf oil
isododecane,31807-55-3 / 93685-81-5 / 13475-82-6,emollient; perfuming; solvent,isododecane
hexetidine,141-94-6,oral-care; preservative,hexetidine
trimethyl-pentyl-dioxane,63449-89-8,perfuming,"1,3-dioxane, 4,4,6-trimethyl-2-pentyl-"
trimethylbicyclo-3-hepten-2-one,18309-32-5,perfuming,"4,6,6-trimethylbicyclo(3.1.1)hept-3-en-2-one"
eucalyptus smithii leaf extract,91771-68-5,perfuming,eucalyptus smithii leaf extract
pothomorphe umbellata leaf extract,,antioxidant; astringent; skin-protecting,pothomorphe umbellata leaf extract
lavandula angustifolia herb oil,90063-37-9,perfuming,lavandula angustifolia herb oil
paraffin,8002-74-2; 64742-51-4,perfuming; skin-conditioning; viscosity-controlling,paraffin
allyl caproate,123-68-2,astringent; emollient; masking; perfuming,allyl caproate
pelargonium crispum stem extract,90082-46-5,perfuming,pelargonium crispum stem extract
heterosigma akashiwo cell extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,heterosigma akashiwo cell extract
trimethylundecenal,141-13-9,perfuming,nickel
bulnesia sarmientoi extract acetylated,94333-88-7,perfuming,bulnesia sarmientoi extract acetylated
dimethyl-4-isoheptenal dimethyl acetal,67674-46-8,perfuming,"6,6-dimethoxy-2,5,5-trimethylhex-2-ene"
ostrich egg yolk extract,,antimicrobial; emollient; skin-conditioning,ostrich egg yolk extract
phenylacetaldehyde diethyl acetal,6314-97-2,perfuming,phenylacetaldehyde diethyl acetal
copaifera reticulata balsam extract,8001-61-4,perfuming,copaifera reticulata balsam extract
linalyl butyrate,78-36-4,perfuming,linalyl butyrate
methyl salicylate,119-36-8,denaturant; perfuming; soothing,methyl salicylate
hamamelis virginiana water,84696-19-5,astringent; hair-conditioning; skin-conditioning; soothing,hamamelis virginiana water
fevillea trilobata seed oil,,astringent; skin-protecting,fevillea trilobata seed oil
bisabolene,495-62-5,perfuming,gamma-bisabolene
adamantanyl dihydrocaffeamide,,antioxidant; bleaching; skin-protecting,adamantanyl dihydrocaffeamide
pregnadienol,21321-88-0,masking; perfuming,pregnadienol
rheum tanguticum root extract,,antimicrobial; humectant,rheum tanguticum root extract
nymphaea lotus root extract,91723-04-5,astringent,nymphaea lotus root extract
alpinia speciosa flower/ leaf/seed/ stem extract,,antioxidant; preservative,alpinia speciosa flower/ leaf/seed/ stem extract
heptanol,111-70-6,perfuming,heptanol
cleome gynandra leaf extract,,antiseborrhoeic,cleome gynandra leaf extract
chamomilla recutita flower/leaf/stem water,84082-60-0,masking; perfuming,chamomilla recutita flower/leaf/stem water
tetramethylpyrazine,1124-11-4,perfuming,tetramethylpyrazine
2‚6,432-25-7,perfuming,beta-cyclocitral
propyl acetate,109-60-4,perfuming; solvent,propyl acetate
rose ketone-3,57378-68-4,perfuming,"1-(2,6,6-trimethylcyclohex-3-en-1-yl)but-2-en-1-one"
