inci_name,cas_no,function,substance
METHYL BICYCLOHEPTENYL-METHYLOXIRANE-CARBOXYLATE,72175-33-8,perfuming,
BACILLUS/MORCHELLA ESCULENTA/SOYBEAN FERMENT FILTRATE,,antiseborrhoeic; emollient; hair-conditioning; humectant; skin-conditioning; skin-protecting,
ACETONYLACETONE,110-13-4,perfuming,
GERANYLOXYACETALDEHYDE,65405-73-4,perfuming,
DIHYDRO PENTAMETHYLINDANONE,33704-61-9,masking; perfuming,
METHYLOCTYL ACETALDEHYDE,19009-56-4,perfuming,
HEXAMIDINE PARABEN,,preservative,
ETHYL 2‚2-DIMETHYLHYDROCINNAMAL,67634-15-5,masking; perfuming,
CORIANDRUM SATIVUM FRUIT EXTRACT,84775-50-8,antimicrobial; flavouring; perfuming,
SEDUM TAKESIMENSE LEAF/STEM EXTRACT,,antimicrobial; skin-conditioning,
MENTHYL PHENYLACETATE,26171-78-8,perfuming,
2-OCTENAL,2363-89-5,perfuming,
NASTURTIUM OFFICINALE FLOWER/LEAF EXTRACT,84775-70-2,antiseborrhoeic; soothing; tonic,
HEXYL PROPIONATE,2445-76-3,perfuming,
ISOEUGENYL BENZOATE,4194-00-7,perfuming,
LAURYL ISOQUINOLINIUM BROMIDE,93-23-2,antimicrobial; antistatic; deodorant; surfactant,
PHENETHYL PIVALATE,67662-96-8,perfuming,
2-METHYL-5-METHYLVINYL-CYCLOHEXANOL,38049-26-2,perfuming,
CETRIMONIUM METHOSULFATE,65060-02-8,antimicrobial; antistatic; emulsifying; hair-conditioning; surfactant,
BENZONITRILE,100-47-0,perfuming,
VETIVERIA ZIZANIOIDES ROOT EXTRACT ACETYLATED,84082-84-8,perfuming,
ROSA CANINA FRUIT JUICE,84696-47-9,astringent,
2‚5-XYLENOL,95-87-4,perfuming,
ALLYL 2-METHYLBUTOXYACETATE,67634-01-9,perfuming,
EPIGALLOCATECHIN GALLATE/BIOTIN/COLLAGEN/MOUSE FIBROBLAST CONDITIONED MEDIA,,astringent,
ENKLEIA THORELII ROOT EXTRACT,,antioxidant; bleaching; skin-conditioning,
MYRTENYL ACETATE,1079-01-2,perfuming,
CINNAMOMUM CULILAWAN LEAF EXTRACT,91771-48-1,perfuming,
ANACARDOYL TRIPEPTIDE-35,,antioxidant; bleaching; skin-protecting,
DIPROPYLENE GLYCOL,110-98-5 / 25265-71-8,masking; perfuming; solvent; viscosity-controlling,
METHYL ISOPROPYL KETONE,563-80-4,perfuming,
1‚3-DIMETHYL-BICYCLOHEPTANE-2-CARBONITRILE,104516-97-4,perfuming,
ERIOPHORUM SCHEUCHZERI CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
2-METHYLPENT-2-ENOIC ACID,3142-72-1,perfuming,
P-CHLOROPHENOL,106-48-9,antimicrobial,
PAEONIA SUFFRUTICOSA ROOT WATER,223747-88-4,flavouring; masking; perfuming; skin-conditioning,
SALT MINE MUD,,abrasive; absorbent; astringent; skin-conditioning,
ETHYLHEXYLBICYCLOHEPTENE DICARBOXIMIDE,113-48-4,antimicrobial,
KLUYVEROMYCES/LACTOBACILLUS/PAEONIA LACTIFLORA ROOT OIL FERMENT FILTRATE,,antioxidant; astringent; bleaching; hair-conditioning; skin-conditioning,
ALLYL PHENETHYL ETHER,14289-65-7,perfuming,
NARCISSUS TAZETTA CALLUS EXTRACT,,antimicrobial; antioxidant; skin-conditioning,
ISOMENTHONE,491-07-6,perfuming,
HYDROLYZED THUJA ORIENTALIS SEED EXTRACT,,bleaching; emollient; skin-conditioning,
SODIUM LACTATE,72-17-3 / 867-56-1,buffering; humectant; keratolytic,
CIS-DIHYDROPSEUDOIONYL ACETATE,3239-37-0,perfuming,
CITRYL CYCLOPENTANONE,68133-79-9,perfuming,
SALVIA TRILOBA LEAF OIL,,antidandruff; antimicrobial; antiplaque; flavouring; masking,
ETHYLBENZENE,100-41-4,perfuming,
DIPTEROCARPUS TURBINATUS WOOD OIL,93165-18-5,masking; perfuming,
GADI IECUR,8001-69-2,perfuming,
4-HYDROXYBENZOIC ACID,99-96-7,preservative,
TANNIC ACID,1401-55-4,astringent; masking,
SILVER SULFATE,10294-26-5,antimicrobial,
GUAIACUM OFFICINALE WOOD EXTRACT,84650-13-5,perfuming; skin-conditioning,
ZINC AZELATE HYDROXIDE,,hair-conditioning; masking; perfuming; skin-conditioning; skin-protecting; uv-absorber,
HEXAHYDRO-METHANOINDEN-5-YL ISOBUTYRATE,67634-20-2,perfuming,
COSMOS BIPINNATUS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
ANACARDOYL SH-PENTAPEPTIDE-39 TRIPEPTIDE-1,,antioxidant; bleaching; skin-protecting,
RHUS GLABRA BARK/BERRY/ROOT EXTRACT,90106-33-5,antiseborrhoeic; astringent; skin-conditioning,
LAVANDULA ANGUSTIFOLIA LEAF CELL EXTRACT,90063-37-9,flavouring; masking; perfuming; skin-protecting,
SYRINGALDEHYDE,104-09-6,perfuming,
THUJA PLICATA LEAF EXTRACT,94334-32-4,perfuming,
EUCALYPTUS SPECIES LEAF OIL,92502-70-0,perfuming,
IODOPROPYNYL BUTYLCARBAMATE,55406-53-6,preservative,
CADINENE,29350-73-0,perfuming,
3-OCTYL ACETATE,4864-61-3,perfuming,
DIHYDRO-4-METHYL-5-PENTYLFURANONE,33673-62-0,perfuming,
BAKUHAN,,antimicrobial; astringent; bleaching; buffering; hair-conditioning; skin-conditioning,
EMBLICA OFFICINALIS FRUIT JUICE POWDER,,astringent,
PYRUS SEROTINA CALLUS EXTRACT,,antioxidant; antiseborrhoeic; emollient; hair-conditioning; humectant; skin-conditioning; skin-protecting,
ETHYL BUTYL VALEROLACTONE,67770-79-0,perfuming; tonic,
MENTHA SPICATA CRISPA HERB EXTRACT,98561-44-5,perfuming,
RUBUS ELLIPTICUS FRUIT EXTRACT,,bleaching,
METHYL METHYL-TRIMETHYLCYCLOHEXENYL-VINYLOXIRANE-2-CARBOXYLATE,67905-40-2,perfuming,
7-METHYL-3-METHYLENE-1‚6-OCTADIENE TETRAHYDROCITRONELLOLS,92908-29-7,perfuming,
MAGNOLIA WILSONII CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; skin-protecting,
ORIGANUM MAJORANA HERB OIL,84082-58-6,perfuming,
SILVER CITRATE,36701-38-9,antimicrobial; deodorant,
ACETALDEHYDE ETHYL HEXENYL ACETAL,60763-40-8,perfuming,
SEDUM ROSEA ROOT EXTRACT,92457-37-9,antioxidant; astringent; skin-conditioning,
PELARGONIUM SIDOIDES ADVENTITIOUS ROOT EXTRACT,,antimicrobial; antioxidant; humectant; skin-protecting,
DIPTEROCARPUS TURBINATUS BALSAM OIL,8030-55-5 / 93165-18-5,perfuming,
HELICHRYSUM ITALICUM CALLUS EXTRACT,,antimicrobial; hair-conditioning; humectant; skin-protecting,
CLAY MINERALS,,astringent; binding; buffering; humectant,
CYCLOOCTENYL METHYL CARBONATE,87731-18-8,perfuming,
LEUCONOSTOC/ALOE BARBADENSIS LEAF/SORBUS AUCUPARIA FRUIT FERMENT FILTRATE,,antimicrobial; hair-conditioning; nail-conditioning; skin-conditioning,
HYDROLYZED SASA VEITCHII EXTRACT,,antimicrobial; deodorant,
ALCOHOL DENAT.,,antifoaming; antimicrobial; astringent; masking; solvent; viscosity-controlling,
HEDEOMA PULEGIOIDES AMERICAN HERB OIL,98306-02-6,perfuming,
PRUNUS AMYGDALUS SATIVA KERNEL EXTRACT,90320-37-9,perfuming,
ALUMINUM SESQUICHLOROHYDRATE,11089-92-2,antiperspirant; astringent; deodorant,
ETHYL ETHYLDIMETHYLCYCLOHEXENE-1-CARBOXYLATE,57934-97-1,perfuming,
OROSTACHYS JAPONICA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
HELIOPSIS LONGIPES ROOT POWDER,,antimicrobial,
BIS-AMINOETHOXYETHANE/GUANIDINE HCL COPOLYMER,374572-91-5,antimicrobial,
ABIES SIBIRICA OIL,91697-89-1,masking; perfuming; tonic,
GAMMA-VALEROLACTONE,108-29-2,perfuming,
TRIMETHYLHEXYL FORMATE,67355-38-8,perfuming,
TRIMETHYLUNDECADIENAL,24048-13-3,perfuming,
MYROXYLON BALSAMUM BALSAM OIL,9000-64-0,perfuming,
ABIES PECTINATA NEEDLE OIL,92128-34-2,perfuming,
LACTOBACILLUS/RAPESEED LEAF/RADISH ROOT/FRUCTOSE FERMENT FILTRATE,,antimicrobial; antioxidant,
CITRUS SUNKI SEED EXTRACT,,antioxidant; bleaching; skin-conditioning,
BACILLUS/MONASCUS/SESAME SEED/SOYBEAN FERMENT FILTRATE,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning; stabilising,
LAMIUM ALBUM FLOWER EXTRACT,84012-23-7,astringent; skin-conditioning,
DAMNACANTHUS MAJOR PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,
SD ALCOHOL 37,,astringent; solvent; viscosity-controlling,
PINUS PUMILA TWIG LEAF EXTRACT,97676-05-6,perfuming,
DIMETHYLHEPTENOL,6090-15-9,perfuming,
AMMONIUM BISULFITE,10192-30-0,hair-waving-or-straightening; preservative; reducing,
DIPENTYLOXY CYCLOHEXANE,,bleaching,
RASPBERRY KETONE,5471-51-2,masking; perfuming; skin-conditioning,
PIPERLONGUMINE,20069-09-4,antioxidant; bleaching; skin-conditioning,
METHYL VANILLATE,3943-74-6,perfuming,
VANILLA PLANIFOLIA TINCTURE,8024-06-4 / 8047-24-3,perfuming,
(LEPIDIUM MEYENII/SARCODON ASPRATUS) ROOT WATER,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
PORPHYRIDIUM POLYSACCHARIDE HYDROXYPROPYLTRIMONIUM CHLORIDE,,antimicrobial; antioxidant; humectant; skin-protecting,
METHYL FUROATE,611-13-2,perfuming,
ISOBUTYL LINALOOL,56105-46-5,perfuming,
CINNAMOMUM CASSIA LEAF OIL,84961-46-6 / 8007-80-5,denaturant; masking; perfuming,
HIPPOPHAE RHAMNOIDES LEAF POWDER,90106-68-6,antimicrobial; emollient; humectant; skin-conditioning,
2-ISOBUTYLQUINOLINE,93-19-6,perfuming,
SASA KURILENSIS LEAF/STEM EXTRACT,,antimicrobial; humectant,
COMMIPHORA ABYSSINICA GUM OIL,9000-45-7,perfuming,
CUPRESSUS FUNEBRIS WOOD EXTRACT,85085-29-6,perfuming,
ETHYL 2-ACETYLHEPTANOATE,24317-94-0,perfuming,
HYDROGENATED TALLOWTRIMONIUM CHLORIDE,61788-78-1,antistatic; hair-conditioning; preservative; surfactant,
KLUYVEROMYCES/LACTOBACILLUS/SESAME SEED FERMENT OIL FILTRATE,,antioxidant; bleaching; hair-conditioning; skin-conditioning; skin-protecting,
S-CENTIPEDE OLIGOPEPTIDE-1 AMIDE,,antimicrobial; skin-conditioning; skin-protecting,
METHENAMINE,100-97-0,preservative,
5-PHENYLHEX-3-EN-2-ONE,60405-50-7,perfuming,
OCTAHYDROSPIRO-DIOXOLANEMETHANOINDENE,15591-90-9,perfuming,
FENCHYL ALCOHOL,1632-73-1,perfuming,
HEXYLETHYLIDENEAMINO-BENZOATE,72968-69-5,perfuming,
MYROXYLON BALSAMUM PEREIRAE BALSAM OIL,8007-00-9,perfuming,
FERRIC GLYCEROPHOSPHATE,38455-91-3,astringent,
HYDROXYDICHLORODIPHENYL ETHER,3380-30-1,antimicrobial,
VIOLA ODORATA FLOWER WATER,90147-36-7,flavouring; masking; perfuming,
TRIMETHYLBICYCLO-2-HEPTANOL,512-13-0,perfuming,
CEREUS GRANDIFLORUS EXTRACT,8007-78-1,antioxidant; astringent; hair-conditioning; skin-conditioning,
ZINC SALICYLATE,16283-36-6,antimicrobial,
ROSA GALLICA FLOWER EXTRACT,84604-13-7,astringent; skin-conditioning; tonic,
METHYL ABIETATE,127-25-3,perfuming,
BETULA ALBA TWIG EXTRACT,84012-15-7,perfuming,
LAURYL THEOBROMA GRANDIFLORUM SEEDATE,,bleaching; emollient; skin-conditioning,
STREPTOMYCES GOUGEROTII FERMENT EXTRACT,,abrasive; antimicrobial; skin-conditioning,
HEDERA HELIX LEAF/STEM EXTRACT,84082-54-2,anticaking; antimicrobial; astringent; skin-conditioning; soothing; tonic,
DIALLYL SULPHIDE,592-88-1,perfuming,
LAVANDULA ANGUSTIFOLIA ANGUSTIFOLIA HERB OIL,84776-65-8,perfuming,
BACILLUS/COMAMONAS/LYSINIBACILLUS/NONFAT DRY MILK/HYDROLYZED SEA BREAM SCALES FERMENT FILTRATE,,antiseborrhoeic; skin-conditioning,
FORMIC ACID,64-18-6,preservative,
2‚6-DIMETHYLHEPTA-1‚5-DIENE,6709-39-3,perfuming,
ACANTHOPANAX SESSILIFLORUS BARK/HONEYSUCKLE FLOWER/(ARCTIUM LAPPA/VITEX TRIFOLIA FRUIT)/(ASTRAGALUS MEMBRANACEUS/RADISH ROOT)/CINNAMOMUM CASSIA/HORDEUM VULGARE EXTRACT,,antioxidant; antiseborrhoeic; emollient; humectant; skin-conditioning,
METHYLCYCLOTRIDECANONE,61415-11-0,perfuming,
3-METHYL-GAMMA-OCTALACTONE,39212-23-2,perfuming,
SD ALCOHOL 38-D,,astringent; solvent; viscosity-controlling,
LAVANDULA INTERMEDIA FLOWER/LEAF/STEM EXTRACT,92623-76-2,flavouring; masking; oral-care; perfuming,
BACILLUS/DIOSPYROS KAKI LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,
GUAIACOL ACETATE,613-70-7,perfuming,
4‚8-DIMETHYL-4‚9-DECADIENAL,71077-31-1,perfuming,
POTASSIUM TROCLOSENE,2244-21-5,antimicrobial,
HYDROCINNAMYL FORMATE,104-64-3,perfuming,
HIBISCUS ABELMOSCHUS SEED OIL,84455-19-6,masking; perfuming,
NOBILETIN,478-01-3,antimicrobial; antioxidant; preservative,
GERANIUM MACRORRHIZUM HERB OIL,92347-05-2,perfuming,
LAURYL CARPOTROCHE BRASILIENSIS SEEDATE,,bleaching; emollient,
LAVANDULA LATIFOLIA HERB EXTRACT,84837-04-7,perfuming,
ISOPROPYL-BETA-METHYLCYCLOHEXANE-ETHANOL,67634-03-1,perfuming,
TRIETHOXYSILYLPROPYL STEARDIMONIUM CHLORIDE,62117-57-1,antimicrobial; cleansing; deodorant; surfactant,
ISOPROPYL OCTAHYDONAPHTHALENONE,34131-98-1,perfuming,
ETHYL DIMETHYLDIOXOLANE-2-ACETATE,6290-17-1,perfuming,
SODIUM HYDROXYMETHANE SULFONATE,870-72-4,antimicrobial; reducing,
PELARGONIUM SIDOIDES PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; emollient; hair-conditioning; skin-conditioning,
2‚4-DIMETHYL-4-PHENYLTETRAHYDROFURAN,82461-14-1,perfuming,
STYRAX BENZOIN RESIN EXTRACT,84929-79-3,film-forming; masking; perfuming,
SCLAREOLIDE,564-20-5,masking; perfuming; skin-conditioning,
8-CYCLOHEXADECENONE,3100-36-5,perfuming,
1-ETHYLCYCLOHEXANE-1‚4-DIMETHANOL,67663-05-2,perfuming,
PROPYL GALLATE,121-79-9,antioxidant; perfuming,
CELLULASE,9037-40-5 / 9012-54-8,keratolytic; oral-care; viscosity-controlling,
LAVANDULA HYBRIDA GROSSO HERB EXTRACT,93455-97-1,perfuming,
MAGNOLOL,528-43-8,antioxidant; bleaching,
BACILLUS/HOUTTUYNIA CORDATA LEAF/SOYBEAN FERMENT FILTRATE,,bleaching; hair-conditioning; skin-protecting,
CIS-6-NON-6-ENAL,2277-19-2,perfuming,
OPOPANAX CHIRONIUM RESIN EXTRACT,93384-32-8,perfuming,
TETRAHYDRO-6-PENT-3-ENYL-PYRAN-2-ONE,32764-98-0,perfuming,
DIMETHYLOL ETHYLENE THIOUREA,15534-95-9,antimicrobial; hair-conditioning,
TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES,54464-57-2 / 54464-59-4 / 68155-66-8 / 68155-67-9,masking; perfuming; skin-conditioning,
LEUCOSIDEA SERICEA LEAF EXTRACT,,antimicrobial; antioxidant; antiseborrhoeic; emollient; skin-conditioning,
METHYL BUTYRATE,623-42-7,perfuming,
ISOPROPYLCARBONATE BENZOYL PEROXIDE,1310672-91-3,antiseborrhoeic,
TETRAHYDRONAPHTHALENE-1-ACETALDEHYDE,10484-23-8,perfuming,
3-P-CUMENYL PROPIONALDEHYDE,7775-00-0,perfuming,
CIS-3-METHYL-5-PHENYL-2-PENTENENITRILE,53243-59-7,perfuming,
SILVER CHLORIDE,7783-90-6,preservative,
COPAIFERA SPECIES RESIN OILS,9000-12-8,perfuming,
4-METHYLPENTAN-2-OL,108-11-2,perfuming,
CINNAMOSMA FRAGRANS LEAF OIL,,antimicrobial,
CEDRENE,11028-42-5,perfuming,
BUTYL BENZOATE,136-60-7,masking; preservative,
ISOPROPYLPHENYLBUTANAL,125109-85-5,masking; perfuming,
METHYL-OCTAHYDRO-DIMETHYLAZULENYLETHYL ACETATE,134-28-1,perfuming,
DIBENZYL,103-29-7,perfuming,
NERYL FORMATE,2142-94-1,perfuming,
PHENETHYL PHENOXY METHYLDIHYDROPYRROLOQUINOLINE HCL,936621-72-6,preservative,
FOENICULUM VULGARE VULGARE FRUIT EXTRACT,92623-75-1,perfuming,
SANTALUM SPICATA WOOD OIL,8024-35-9,perfuming,
COCOS NUCIFERA OIL,8001-31-8,hair-conditioning; masking; skin-conditioning; perfuming,
BUTYL ANGELATE,7785-64-0,perfuming,
FUCUS CRISPUS THALLE OIL,95009-46-4,perfuming,
P-CRESYL BENZOATE,614-34-6,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/MACHILUS THUNBERGII BARK OIL FERMENT FILTRATE,,antioxidant; astringent; skin-conditioning; skin-protecting,
ACORUS GRAMINEUS ROOT/STEM/LUFFA CYLINDRICA FRUIT/CAMELLIA SINENSIS LEAF EXTRACT,,astringent; deodorant; flavouring; humectant; masking,
TRIMETHYLCYCLOHEXANEACETIC ACID,3213-73-8,perfuming,
ISOPROPYL-CYCLOHEXADIENE-ETHANOL,93941-69-6,perfuming,
TRIPEPTIDE-47,,antiseborrhoeic; skin-protecting,
OCTAHYDRODIMETHYL-2‚5-METHANO-INDENOOXIRENE,94021-60-0,perfuming,
HYDROLYZED XANTHOMONAS CAMPESTRIS POLYSACCHARIDE,,bleaching,
CALCIUM SULFATE HYDRATE,13397-24-5,abrasive; anticaking; astringent; binding; bleaching; opacifying; skin-conditioning,
D-BORNYL ISOVALERATE,76-50-6,perfuming,
CINNAMOMUM CAMPHORA LINALOOLIFERUM ROOT OIL,91745-89-0,perfuming,
BETA-SANTALYL BUTYRATE,67633-98-1,perfuming,
2-HEXANOL,626-93-7,perfuming,
LEONTOPODIUM ALPINUM FLOWER/LEAF/STEM EXTRACT,391900-47-3,astringent; skin-conditioning,
ALUMINUM ACETATE,139-12-8,antimicrobial; astringent,
ISOBUTYL BUTYRATE,539-90-2,perfuming,
ETHYLPENTYLOXYACETIC ACID,92759-90-5,perfuming,
CIS-NON-2-ENAL,60784-31-8,perfuming,
CYMBIDIUM LANCIFOLIUM EXTRACT,,antioxidant; astringent; emollient; skin-conditioning,
CINNAMOMUM CAMPHORA FORMOSANA ROOT OIL,92704-03-5,perfuming,
HEXAHYDRO-TETRAMETHYL-METHANONAPHTHALENE,1135-66-6,perfuming,
CERASTIUM ARCTICUM CALLUS CULTURE EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
HEXYL ISOBUTYRATE,2349-07-7,perfuming,
2-FURFURYLENEOCTANAL,67801-17-6,perfuming,
CIS-OCTAHYDRO-TRIMETHYL-4A-NAPHTHALENOL,57963-77-6,perfuming,
HYDROLYZED CROSSOSTEPHIUM CHINENSE EXTRACT,,antioxidant; antiseborrhoeic; bleaching; skin-conditioning,
RUBUS ARCTICUS CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
BUTYLPHENYL METHYLPROPIONAL,80-54-6,perfuming,
BULNESIA SARMIENTOI EXTRACT,89958-10-1,perfuming,
ALLYL CINNAMATE,1866-31-5,perfuming,
P-TERT-BUTYL-ALPHA-METHYLHYDROCINNAMAL /METHYLANTHRANILATE SCHIFF BASE,91-51-0,perfuming,
LACTOBACILLUS/SACCHAROMYCES/PICHIA ANOMALA/CAMELLIA SINENSIS LEAF EXTRACT/HONEY FERMENT FILTRATE,,antioxidant; bleaching; skin-conditioning,
ALUMINUM CHLOROHYDREX PG,245090-52-2,antiperspirant; astringent; deodorant,
POLYANTHRANILIC ACID SULFATE,,antimicrobial; antioxidant,
LAVANDULA ANGUSTIFOLIA CALLUS EXTRACT,,antimicrobial; hair-conditioning; skin-conditioning; skin-protecting,
OVALICIN,19683-98-8,antidandruff; antimicrobial,
TRIPEPTIDE-51,,antimicrobial; antioxidant; astringent; humectant; skin-conditioning; skin-protecting,
BACILLUS/HIPPOPHAE RHAMNOIDES FRUIT FERMENT EXTRACT,,antimicrobial; antioxidant; emollient; skin-conditioning,
TALLOWALKONIUM CHLORIDE,61789-75-1,antistatic; preservative; surfactant,
LONICERA CAPRIFOLIUM EXTRACT,84603-62-3,astringent; masking,
LEUCONOSTOC/SALIX ALBA BARK EXTRACT FERMENT FILTRATE,,antidandruff; antimicrobial; hair-conditioning; skin-conditioning,
2‚5-DIHYDRO-4-METHYLTHIAZOL-5-ETHANOL,84041-80-5,perfuming,
ISOEUGENYL PHENYLACETATE,120-24-1,perfuming,
PIPER CUBEBA FRUIT OIL,90082-59-0,perfuming,
MEK PEROXIDES,,antimicrobial; preservative,
THIABENDAZOLE,148-79-8,antimicrobial,
DISODIUM EDTA-COPPER,14025-15-1,astringent; chelating,
CITRUS AURANTIUM DULCIS FLOWER OIL,8028-48-6,astringent; masking; skin-conditioning; tonic,
PAULOWNIA TOMENTOSA LEAF EXTRACT,,astringent; hair-conditioning; skin-conditioning; soothing,
KLUYVEROMYCES/LACTOBACILLUS/WALNUT SEED FERMENT OIL FILTRATE,,antioxidant; bleaching; hair-conditioning; skin-conditioning; skin-protecting,
THYMUS ZYGIS HERB EXTRACT,85085-75-2,perfuming,
2‚2'-THIOBIS(4-CHLOROPHENOL),97-24-5,antimicrobial,
HEXAHYDRO-METHANOINDEN-5-YL PROPIONATE,67634-24-6,perfuming,
FENCHYL ACETATE,13851-11-1,perfuming,
SACCHAROMYCES/PROPOLIS FERMENT EXTRACT,,antimicrobial; antioxidant; humectant; skin-conditioning,
CINNAMOMUM ZEYLANICUM LEAF EXTRACT,84649-98-9,perfuming,
CORNUS CONTROVERSA LEAF EXTRACT,,antioxidant; astringent; emollient; hair-conditioning; skin-conditioning,
O-CRESOL,95-48-7,antimicrobial; perfuming,
OCTYL ACETATE,112-14-1,perfuming,
TRIETHYL CITRATE,77-93-0,masking; perfuming; plasticiser,
CASTANEA CRENATA PELLICLE EXTRACT,,antioxidant; astringent; deodorant,
PHENETHYL CROTONATE,68141-20-8,perfuming,
CINNAMOMUM CULILAWAN WOOD OIL,91771-48-1,perfuming,
JUNIPERUS OXYCEDRUS WOOD OIL,90046-02-9,masking; perfuming; tonic,
4-ETHYL-6-(2‚6,90411-73-7,perfuming,
LAVANDULA HYBRIDA HERB OIL,91722-69-9,perfuming,
1-METHYLDECYL ACETATE,14936-67-5,perfuming,
1‚2-HEXANEDIYL DICAPRATE,,bleaching,
BETULA ALBA OIL,8001-88-5 / 8027-43-8,masking; perfuming,
5-CYCLOHEXADECENONE,37609-25-9,perfuming,
CITRUS BERGAMIA MELAROSA PEEL OIL EXPRESSED,92704-01-3,perfuming,
DIHYDROMYRCENE,2436-90-0,perfuming,
BETULA ALBA LEAF EXTRACT,84012-15-7,astringent; cleansing; masking; skin-conditioning; soothing; tonic,
SOLANUM LYCOPERSICUM FRUIT/LEAF/STEM EXTRACT,90131-63-8,astringent; skin-conditioning,
ARRABIDAEA CHICA LEAF/STEM EXTRACT,,antimicrobial; astringent; cosmetic-colorant; emollient; skin-conditioning,
ISOPROPYL SORBATE,44987-75-9,antimicrobial,
CEDRELA ODORATA WOOD OIL,93062-64-7,perfuming,
LINOLENIC ACID,463-40-1 -CIS-,antistatic; cleansing; emollient; hair-conditioning; perfuming; skin-conditioning; surfactant,
CIS-3-HEXENYL VALERATE,35852-46-1,perfuming,
CROTON ELUTERIA OIL,84836-99-7,perfuming,
ETHYL PHENYLACETATE,101-97-3,perfuming,
PASSIFLORA EDULIS SEED ACID,,bleaching; emulsifying,
JUNIPERUS COMMUNIS WOOD EXTRACT,84603-69-0,perfuming,
RHAMNUS PURSHIANA BARK EXTRACT,84650-55-5,perfuming; skin-conditioning; skin-protecting,
CYMBOPOGON MARTINI SOFIA HERB OIL,92704-07-9,perfuming,
HALLOYSITE,1332-58-7,absorbent; antiseborrhoeic; cosmetic-colorant; viscosity-controlling,
EUGENOL,97-53-0,denaturant; perfuming; tonic,
DECAHYDRO-4‚8,68855-38-9,perfuming,
POTASSIUM PHENOXIDE,100-67-4,antimicrobial,
PINUS HELDREICHII BARK EXTRACT,,antioxidant; bleaching; skin-protecting,
MENTHA CITRATA HERB OIL,85085-49-0,perfuming,
OCTAHYDRO-METHYL-METHANONAPHTHALENONE,41724-19-0,perfuming,
OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,93384-32-8,perfuming,
ORIGANUM CRETIUM HERB OIL,91722-83-7,perfuming,
FARNESAL,19317-11-4,perfuming,
CYMBOPOGON FLEXUOSUS HERB OIL,91844-92-7,perfuming,
ANIBA ROSAEODORA ROOT EXTRACT ACETYLATED,90622-72-3,perfuming,
EMPETRUM NIGRUM FLOWER/FRUIT/LEAF EXTRACT,,abrasive; antimicrobial; antioxidant; astringent; hair-conditioning; skin-conditioning,
METHYL-METHYLCYCLOHEXENYL-ETHYL BUTYRATE,2153-28-8,perfuming,
PERILLA FRUTESCENS FLOWER OIL,90082-61-4,perfuming,
CITRUS PARADISI,93763-95-2 / 72869-73-9,perfuming,
BACILLUS/MONASCUS/BORAGO OFFICINALIS SEED/SOYBEAN FERMENT FILTRATE,,antimicrobial; antioxidant; antiseborrhoeic; emollient; skin-conditioning,
DRABA ALPINA CALLUS CULTURE EXTRACT,,antimicrobial; antioxidant; astringent; skin-protecting,
TERPINYL ISOBUTYRATE,7774-65-4,perfuming,
OCTANAL,124-13-0,perfuming,
CYCLOHEXANONE,108-94-1,perfuming; solvent,
KLUYVEROMYCES/LACTOBACILLUS/PINUS KORAIENSIS SEED OIL FERMENT FILTRATE,,antioxidant; bleaching; skin-conditioning; skin-protecting,
2‚4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE,68039-49-6,masking; perfuming; tonic,
ETHYL NERYL ETHER,22882-89-9,perfuming,
OCTAHYDRO-TETRAMETHYLCYCLOPROPAZULENE,489-40-7,perfuming,
DECYL ANTHRANILATE,18189-07-6,perfuming,
2‚4-DIMETHYLCYCLOHEXYLMETHYL ACETATE,67634-22-4,perfuming,
CIS-3‚5,933-48-2,perfuming,
VACCINIUM MYRTILLUS FRUIT/LEAF EXTRACT,84082-34-8,astringent; refreshing; skin-conditioning; tonic,
AMMONIUM PHENOLSULFONATE,61886-53-1,antimicrobial; deodorant,
1-PHENYLPROPYL ACETATE,2114-29-6,perfuming,
PELARGONIUM RADULA LEAF EXTRACT ACETYLATED,94333-78-5,perfuming,
CIS-3-HEXENAL,6789-80-6,perfuming,
OROSTACHYS JAPONICA CALLUS CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
AMMONIUM IODIDE,12027-06-4,antimicrobial,
