inci_name,cas_no,function,substance
POTASSIUM SULFITE,10117-38-1 / 23873-77-0,preservative; reducing,
CIS-OCTAHYDRONAPHTHALENONE,1579-21-1,perfuming,
PENTAMETHYLHEPTENONE,81786-73-4 / 81786-74-5,perfuming,
LYSINE AZELATE,,bleaching; chelating,
1‚2-DIHYDROLINALOOL,18479-51-1,perfuming,
DECAHYDROCYCLODODECAOXAZOLE,38303-23-0,perfuming,
TILLANDSIA USNEOIDES CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
RHODINYL ACETATE,141-11-7,perfuming,
2-HEXYL-1‚3-DIOXOLANE-4-METHANOL,1708-35-6,perfuming,
2-METHYLFURAN-3-THIOL,28588-74-1,perfuming,
DECAHYDRO-TETRAMETHYLAZULENE-5-METHANOL,3526-75-8,perfuming,
PODOCARPUS TOTARA WOOD EXTRACT,,antimicrobial,
ABIES ALBA LEAF OIL,90028-76-5,masking; perfuming; tonic,
ALLO-OCIMENOL,22451-63-4,perfuming,
R-(METHIONYL TRIPEPTIDE-46 HEXAPEPTIDE-40 TETRAPEPTIDE-66 SYNECHOCOCCUS POLYPEPTIDE-1),,antimicrobial; antioxidant; astringent; cosmetic-colorant; humectant; skin-conditioning; uv-filter,
ARTOCARPUS LAKOOCHA WOOD EXTRACT,,antimicrobial; antioxidant; bleaching; skin-conditioning,
OPUNTIA HUMIFUSA FLOWER/STEM EXTRACT,,astringent; hair-conditioning; humectant; skin-conditioning,
BENZYL ISOBUTYRATE,103-28-6,perfuming,
ZINC ACETATE,557-34-6,antimicrobial,
LAURTRIMONIUM CHLORIDE,112-00-5,antistatic; emulsifying; preservative,
ANIBA ROSAEODORA AMAZONICA WOOD OIL,93685-34-8,perfuming,
TRIMETHYLPENTADECATRIEN-2-ONE,762-29-8,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/ABIES GRANDIS LEAF OIL FERMENT FILTRATE,,antimicrobial; antioxidant; bleaching; hair-conditioning; skin-conditioning,
D-ALLO-OCIMENOL,126-91-0,perfuming,
HYDROXYCITRONELLAL DIMETHYL ACETAL,141-92-4,perfuming,
ISOLONGIFOLANONE,23787-90-8,perfuming,
DIHYDROPSEUDOIONONE,689-67-8,perfuming,
3-HEPTANOL,589-82-2,perfuming,
FOENICULUM VULGARE DULCE FRUIT EXTRACT,84455-29-8,perfuming,
ANADARA KAGOSHIMENSIS SHELL POWDER,,abrasive; antimicrobial; antioxidant,
6-ISOBUTYLQUINOLINE,68141-26-4,perfuming,
ETHYL 3-HYDROXYBUTYRATE,5405-41-4,perfuming,
BIOTINOYL PENTAPEPTIDE-4,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,
DECAHYDRO-BETA-NAPHTHYL ISOBUTYRATE,67874-78-6,perfuming,
ETHYLCYCLOHEXENE-1-CARBOXYLATE,15111-56-5,perfuming,
TETRAMETHYLOLGLYCOLURIL,5395-50-6,antimicrobial,
SACCHAROMYCES/SAUSSUREA INVOLUCRATA FLOWER/ARTEMISIA PRINCEPS LEAF/HOUTTUYNIA CORDATA/LEONURUS SIBIRICUS/SALICORNIA HERBACEA FERMENT EXTRACT FILTRATE,,antimicrobial; emollient; skin-conditioning,
CIS-TRIDECEN-2-AL,7069-41-2,perfuming,
HEPTYL BUTYRATE,5870-93-9,perfuming,
METHYL 4-T-BUTYLBENZOATE,26537-19-9,flavouring; masking; perfuming,
BUTYLPHTHALIDE,6066-49-5,perfuming,
2-METHYLBUTYL ISOVALERATE,2445-77-4,perfuming,
ETHYL P-TOLUATE,94-08-6,perfuming,
ISOPROPYLQUINOLINE,1333-53-5 / 135-79-5,perfuming,
GUAIAZULENE,489-84-9,antimicrobial; perfuming,
3-ETHYL-2‚4-DIOXASPIRO(5.5)UNDEC-8-ENE,64165-57-7,perfuming,
POTENTILLA CHINENSIS CALLUS CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; skin-conditioning,
STEARALKONIUM CHLORIDE,122-19-0,antistatic; preservative; surfactant,
ISONONYL ACETATE,40379-24-6,perfuming,
CIS-2-TERT-BUTYLCYCLOHEXANOL,7214-18-8,perfuming,
PICEA MARIANA LEAF OIL,91722-19-9,masking; perfuming,
TORILIS JAPONICA SEED EXTRACT,,antimicrobial; astringent; skin-conditioning,
METHYLHEPTADIENONE,1604-28-0,perfuming,
TRANS-2-METHYLPENT-2-ENOIC ACID,16957-70-3,perfuming,
DIANTHUS CARYOPHYLLUS FLOWER EXTRACT,89958-29-2,masking; perfuming; skin-conditioning,
5-ETHYL-4-HYDROXY-2-METHYLFURAN-3(2H)-ONE,27538-09-6,perfuming,
STYRALYL PROPIONATE,120-45-6,perfuming,
BUTYRALDEHYDE,123-72-8,perfuming,
BACILLUS/MONASCUS/PUNICA GRANATUM FRUIT/RICE BRAN FERMENT FILTRATE,,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,
5-METHYL-2-HEPTEN-4-ONE,81925-81-7,perfuming,
DIMETHYL-2-METHYLENEOCT-6-ENAL,22418-66-2,perfuming,
EPOXYGUAIENE,68071-23-8,perfuming,
BUDDLEJA AXILLARIS LEAF EXTRACT,608134-67-4,antioxidant; bleaching; skin-conditioning; skin-protecting,
HEXAHYDRO-4‚6,1922-67-4,perfuming,
HEXADECANOLACTONE,109-29-5,masking; perfuming,
TETRAHYDROMUGYL ACETATE,20780-48-7,perfuming,
POLYOXYMETHYLENE GLYCOL UREA,64334-59-4,preservative,
ACETYL RHEUM RHAPONTICUM ROOT EXTRACT,,bleaching,
CURCUMA XANTHORRHIZA ROOT POWDER,,antimicrobial; antioxidant,
CALCIUM HYPOCHLORITE,7778-54-3,antimicrobial,
DRYAS OCTOPETALA CALLUS CULTURE EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
JUNIPERUS PHOENICEA WOOD OIL RECTIFIED,90046-03-0,perfuming,
BENZOXIQUINE,86-75-9,antimicrobial,
THYMOL ACETATE,528-79-0,perfuming,
CYMBOPOGON CITRATUS LEAF EXTRACT OXIDIZED,84238-19-7,perfuming,
ALPHA-SANTALOL,115-71-9,perfuming,
BETULA LENTA TWIG EXTRACT,85251-66-7,perfuming,
TOLNAFTATE,2398-96-1,antimicrobial,
ELETTARIA CARDAMOMUM SEED EXTRACT,85940-32-5,perfuming; tonic,
CIS-3-HEXENYL CIS-HEXENOATE,61444-38-0,perfuming,
ISOBORNYL PROPIONATE,2756-56-1,perfuming,
CETONAL,65405-84-7,perfuming,
MALLOTUS JAPONICUS LEAF EXTRACT,,antidandruff; antimicrobial; antioxidant; hair-conditioning; skin-protecting,
NON-2-ENAL,2463-53-8,perfuming,
METHYLBENZYL ALCOHOL,589-18-4,masking; perfuming; skin-conditioning,
GLYOXAL,107-22-2,antimicrobial; perfuming,
NEOMENTHOL,3623-51-6,perfuming,
NERYL ACETATE,141-12-8,perfuming,
HYDRATROPYL ACETATE,10402-52-5,perfuming,
ROSA RUGOSA FLOWER WATER,92347-25-6,masking; perfuming,
VACCINIUM MYRTILLUS STEM EXTRACT,84082-34-8,antioxidant; astringent,
ABIES ALBA CONE EXTRACT,90028-76-5,perfuming,
CUMINALDEHYDE,122-03-2,perfuming,
PITTOSPORUM VIRIDIFLORUM FLOWER EXTRACT,93348-49-3,perfuming,
ARTHROSPIRA PLATENSIS CULTURE CONDITIONED MEDIA,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
SUTHERLANDIA FRUTESCENS LEAF EXTRACT,,antimicrobial,
LILIUM CANDIDUM CALLUS CULTURE EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
METHYL-METHYLBICYCLOHEPTENYL-PENTENOL,85232-76-4,perfuming,
ARTOCARPUS ALTILIS WOOD EXTRACT,,antimicrobial; antioxidant; antiseborrhoeic; bleaching,
CANANGA ODORATA FLOWER OIL,83863-30-3 / 8006-81-3 / 68606-83-7,masking; perfuming,
TRIMETHYLBICYCLO-4-HEPTEN-3-YLMETHYL ACETATE,15103-33-0,perfuming,
2-ETHYL-5-METHOXY-BICYCLOHEPTANE,122795-41-9,perfuming,
CALCIUM PROPIONATE,4075-81-4,preservative,
DIMETHYLBICYCLO-5-HEPTEN-2-YLETHANONE,42370-06-9,perfuming,
ALEURITES MOLUCCANUS BAKOLY SEED OIL,,antimicrobial; hair-waving-or-straightening; oral-care; skin-conditioning,
DOMIPHEN BROMIDE,538-71-6,antimicrobial; antiplaque; deodorant; oral-care,
ETHYLHEXYL ACETATE,103-09-3,perfuming; solvent,
QUERCUS ACUTISSIMA FRUIT POWDER,,astringent; skin-conditioning,
3‚4-DIMETHYLCYCLOPENTANE-1‚2-DIONE,13494-06-9,perfuming,
KOJYLMETHYL DICHLOROBENZYL PIPERAZINE,2056101-70-1,bleaching,
HYDROCINNAMYL PROPIONATE,122-74-7,perfuming,
LAVANDULA OFFICINALIS FLOWER OIL,84776-65-8,perfuming,
ALPHA,639-99-6,perfuming,
GRACILARIA CONFERTA POWDER,,astringent; film-forming; humectant; skin-conditioning; viscosity-controlling,
ARCTOSTAPHYLOS UVA URSI LEAF POWDER,84776-10-3,bleaching; skin-conditioning,
SODIUM PHENOXIDE,139-02-6,antimicrobial,
MELITTIN,20449-79-0,antiseborrhoeic,
LAVANDULA HYBRIDA GROSSO HERB OIL,93455-97-1,perfuming,
GUAIACUM OFFICINALE WOOD OIL,84650-13-5,flavouring; masking; perfuming,
PHYLLOSTACHYS PUBESCENS/EDULIS SHOOT SHEATH EXTRACT,,antimicrobial; antioxidant; skin-conditioning,
CETYLPYRIDINIUM CHLORIDE,123-03-5,antimicrobial; antistatic; deodorant; emulsifying; hair-conditioning; oral-care; surfactant,
POLYGLYCERIN-20,25618-55-7,antimicrobial; humectant,
JASMOPYRANE,18871-14-2,perfuming,
DIHYDROCITRONELLYLBUTYRATE,67874-80-0,perfuming,
SODIUM MANNITYLPHYTATE,1415551-44-8,antioxidant; chelating; preservative,
OVEX,80-33-1,antimicrobial,
PHENYLACETALDEHYDE DIISOAMYL ACETAL,68555-28-2,perfuming,
CINNAMOMUM ZEYLANICUM LEAF OIL,84649-98-9,masking; perfuming,
CUSPARIA FEBRIFUGA BARK EXTRACT,84775-53-1,perfuming,
4-ETHYLBENZALDEHYDE,4748-78-1,perfuming,
WOGONIN,632-85-9,bleaching,
PHYTOSPHINGOSINE ACETAMIDE,,antidandruff; antimicrobial; hair-conditioning; skin-conditioning,
HEDEOMA PULEGIOIDES AMERICAN HERB EXTRACT,98306-02-6,perfuming,
NAGEIA NAGI SEED OIL,,antidandruff; antiseborrhoeic; skin-protecting,
CYMBOPOGON MARTINI HERB EXTRACT,84649-81-0,perfuming,
PHENOXYETHYL PROPIONATE,23495-12-7,perfuming,
LAURYLPYRIDINIUM CHLORIDE,104-74-5,antimicrobial; antistatic; deodorant; surfactant,
PHENYLACETALDEHYDE,122-78-1,perfuming,
AMBERGRIS TINCTURE,8038-65-1,perfuming,
2‚7-DIMETHYL-10-ISOPROPYL-1-OXASPIRO-3‚6-DECADIENE,89079-92-5,perfuming,
3‚4-METHYLENEDIOXYBENZYL METHYLSULFONE,,antioxidant; bleaching; skin-conditioning,
2-BENZYLHEPTANOL,92368-90-6,masking; perfuming,
PROTOCATECHUICALDEHYDE,139-85-5,antioxidant; bleaching; skin-conditioning,
TRANS-OCTAHYDRONAPHTHALENONE,16021-08-2,perfuming,
ALUMINUM ZIRCONIUM OCTACHLOROHYDREX GLY,174514-58-0,antiperspirant; astringent; deodorant,
JUNIPERUS VIRGINIANA WOOD OIL,85085-41-2,perfuming,
PHENYLACETALDEHYDE GLYCERYL 1‚3-CYCLIC ACETAL,4740-79-8,perfuming,
CITRUS SPECIES LEAF EXTRACT,94266-47-4,perfuming,
TRANS-2-HEXENYL PHENYLACETATE,68133-78-8,perfuming,
ANTHEMIS NOBILIS FLOWER OIL,84649-86-5 / 8015-92-7,masking; perfuming; skin-conditioning,
PELARGONIUM GRAVEOLENS WATER,90082-51-2,astringent; deodorant; hair-conditioning,
CYCLOVIROBUXINE,,antioxidant; bleaching,
ALUMINUM PHENOLSULFONATE,1300-35-2,antimicrobial; astringent; deodorant,
TAED,10543-57-4,bleaching,
CITRONELLYL ETHYLOXALATE,60788-25-2,perfuming,
EICOSANE,112-95-8,emollient; masking; perfuming; solvent,
CINNAMOMUM CULILAWAN WOOD EXTRACT,91771-48-1,perfuming,
CEDRUS ATLANTICA WOOD EXTRACT,92201-55-3,perfuming,
PSEUDOWINTERA COLORATA LEAF EXTRACT,,antimicrobial,
HYDROXYISOHEXYL 3-CYCLOHEXENE CARBOXALDEHYDE,31906-04-4 / 51414-25-6,masking; perfuming,
6‚8-DIMETHYL-2-NONANOL,70214-77-6,perfuming,
ARBUTIN,497-76-7,antioxidant; bleaching; skin-conditioning,
3‚7-DIMETHYL-OCTANENITRILE,40188-41-8,perfuming,
BURSERA GRAVEOLENS FRUIT OIL,,antiperspirant; flavouring; masking; perfuming,
3‚4-DIHYDRO-6-METHYLNAPHTHALENONE,51015-29-3,perfuming,
METHYL DIMETHYL-OCTENYLIDENEAMINO-BENZOATE,67845-42-5,perfuming,
TRANS-METHYLBUTENYL TIGLATE,72845-40-0,perfuming,
HEXAHYDRO-TETRAMETHYL-BENZOPYRAN,72429-08-4,perfuming,
COPPER USNATE,94246-73-8,antimicrobial,
CITRUS JABARA PEEL WATER,,flavouring; masking; perfuming; skin-conditioning,
5-METHYL-1-(2‚2,139539-66-5,perfuming,
S-ALLYLCYSTEINE,21593-77-1,bleaching,
2-METHYLPENTYL 2-METHYLVALERATE,90397-38-9,perfuming,
GAMMA-METHYLBENZENEHEXANENITRILE,68555-31-7,perfuming,
BENZYL ALCOHOL,100-51-6,perfuming; preservative; solvent; viscosity-controlling,
ISOBUTYL FORMATE,542-55-2,perfuming,
METHYL AMINOLEVULINATE HCL,79416-27-6,antimicrobial; antioxidant; skin-protecting,
3-ETHYL-3‚7-DIMETHYLOCT-6-ENAL,34687-43-9,perfuming,
OLIGOPEPTIDE-115,,antimicrobial; antiseborrhoeic; cleansing; surfactant,
MORUS BOMBYCIS STEM EXTRACT,,antimicrobial; antioxidant; astringent; emollient,
COPROSMA GRANDIFOLIA LEAF/STEM EXTRACT,,antimicrobial,
SODIUM/ALUMINUM/IRON/SULFATE/TARTARATE/HYDROXIDE,,antimicrobial; chelating; deodorant; humectant; opacifying; uv-absorber,
LONICERA CAPRIFOLIUM FLOWER EXTRACT,84603-62-3,perfuming; skin-conditioning,
CORIANDRUM SATIVUM FRUIT/LEAF EXTRACT,84775-50-8,antiseborrhoeic; masking,
MENTHA ARVENSIS HERB OIL,90063-97-1,perfuming,
BETULA ALBA TWIG OIL,84012-15-7,perfuming,
CYMBOPOGON WINTERIANUS HERB EXTRACT MODIFIED,94349-74-3,perfuming,
LESPEDEZA CYRTOBOTRYA CALLUS EXTRACT,,antimicrobial; antiperspirant; hair-conditioning; humectant; skin-protecting,
CHLOROBUTANOL,57-15-8,preservative,
LAVANDULA HYBRIDA EXTRACT ACETYLATED,92502-71-1,perfuming,
CITRONELLYLOXY ACETALDEHYDE,7492-67-3,perfuming,
NARCISSUS JONQUILLA CALLUS EXTRACT,,antimicrobial; antioxidant; emollient; hair-conditioning; skin-protecting,
METHYLCINNAMYL ALCOHOL,1504-55-8,perfuming,
THUJOPSIS DOLABRATA WOOD OIL,91722-39-3,masking; perfuming,
FENCHONE,1195-79-5,perfuming,
METHYLCYCLOHEXENYL-BUTENYL ACETATE,6819-19-8,perfuming,
TERPENE ALCOHOLS ACETATES,69103-01-1,perfuming,
METHOXYHYDRATROPALDEHYDE,5462-06-6,perfuming,
ISOPROPYLMETHYLHEXENYL ACETATE,40853-56-3,perfuming,
CINNAMYL BENZOATE,5320-75-2,perfuming,
SAURURUS CHINENSIS FLOWER EXTRACT,,antioxidant; astringent,
HEPTYL METHACRYLATE,5459-37-0,perfuming,
DIMETHYLBUTYL ACETATE,108-84-9,perfuming,
ALLYL ISOVALERATE,2835-39-4,perfuming,
ISOPENTYL CYCLOHEXYL ACETATE,67874-72-0,masking; perfuming,
PROPOXYPROPANEDIOL,98524-54-0,antimicrobial,
HEXYL BENZOATE,6789-88-4,perfuming,
BENZYL BUTYRATE,103-37-7,perfuming,
1-TRIMETHYL-3-CYCLOHEXENYLETHANONE,68480-14-8,perfuming,
PEG-45 BIS-(TOCOPHERYL SUCCINATE),,antioxidant; antiseborrhoeic,
CITRUS JUNOS FRUIT WATER,,masking; perfuming,
TAGETES MINUTA FLOWER EXTRACT,91770-75-1,perfuming,
3-METHYL-4-(2‚4,67801-29-0,perfuming,
MENTHA PULEGIUM HERB OIL,90064-00-9,perfuming,
6-TERT-BUTYLQUINOLINE,65442-31-1,perfuming,
DIMETHYLPHENYL METHYL KETONE,1335-42-8,perfuming,
LAURAMINE OXIDE,1643-20-5,antistatic; cleansing; foam-boosting; hair-conditioning; hydrotrope; perfuming; surfactant; viscosity-controlling,
HYPERICUM PERFORATUM FLOWER/TWIG EXTRACT,84082-80-4,antimicrobial; antiperspirant; skin-conditioning,
MAYTENUS MACROCARPA BARK EXTRACT,,antimicrobial; antioxidant,
AGAVE TEQUILANA LEAF EXTRACT,,astringent,
EUGENIA CARYOPHYLLUS EXTRACT ACETYLATED,91771-52-7,perfuming,
TETRAHYDROCURCUMIN DIACETATE,52199-86-7,antioxidant; bleaching; skin-protecting; uv-absorber,
LAVANDULYL ACETATE,25905-14-0,perfuming,
CASTOREUM OIL,8023-83-4,perfuming,
PHENOXYISOPROPANOL,770-35-4,preservative; solvent,
METHYL-METHYLENE-OCTADIENE ALPHA-TERPINEOLS,72869-31-9,perfuming,
DACRYDIUM FRANKLINI WOOD EXTRACT,94334-02-8,perfuming,
RUBUS DELICIOSUS FRUIT JUICE,,astringent; skin-conditioning,
4-METHYLVINYLCYCLOHEXENE-1-METHYL ACETATE,15111-96-3,perfuming,
TRIMETHYL-3-PHENYLINDAN,3910-35-8,perfuming,
HYDRATROPIC ALCOHOL,1123-85-9,perfuming,
PHENYLACETALDEHYDE ETHYLENEGLYCOL CYCLIC ACETAL,101-49-5,perfuming,
TRIMETHYL-1-CYCLOHEXENYLBUTAN-2-ONE,17283-81-7,perfuming,
TETRAHYDROINDENO-DIOXIN,18096-62-3,perfuming,
MYRCENE METHOXYLATION DISTILLATE,68989-91-3,perfuming,
ALPINIA URAIENSIS LEAF OIL,,flavouring; masking; perfuming,
BUTYL ISOBUTYRATE,97-87-0,perfuming,
HELICHRYSUM STOECHAS FLOWER OIL,91845-22-6,perfuming,
EPOXYCYCLODODECANE,286-99-7,perfuming,
ISODECYL ALCOHOL,25339-17-7,perfuming,
BUTYLIDENEPHTHALIDE,551-08-6,perfuming,
CITRUS TANGERINA PEEL EXTRACT,223748-44-5,astringent,
3-METHYL-1-PHENYL-2-HEXENE 1‚5-EPOXIDE,68039-40-7,perfuming,
PINUS SYLVESTRIS BUD EXTRACT,84012-35-1,perfuming; tonic,
LINDERA ERYTHROCARPA ADVENTITIOUS ROOT EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
CYCLOHEXANEDIOL BIS-ETHYLHEXANOATE,,bleaching,
PROPIONIBACTERIUM ACIDIPROPIONICI/SOYBEAN EXTRACT FERMENT FILTRATE,,antimicrobial; skin-conditioning,
DODECENYL OLEYLSUCCINAMIDE,1637582-29-6,antiseborrhoeic; emulsion-stabilising; skin-conditioning; skin-protecting,
DODECYLBENZYLTRIMONIUM CHLORIDE,19014-05-2,antimicrobial; antistatic; cleansing; hair-conditioning; surfactant,
POLYGONUM FAGOPYRUM SPROUT EXTRACT,,antioxidant; astringent; bleaching; skin-conditioning,
MENTHA ARVENSIS HERB EXTRACT,90063-97-1,perfuming,
SUNFLOWER SEED OIL ETHYL FERULATE ESTERS,,antioxidant; bleaching; emollient; emulsion-stabilising; uv-absorber,
BENZISOTHIAZOLINONE,2634-33-5,antimicrobial,
OCTAHYDRO-TRIMETHYL-NAPHTHOXIREN-7-OL,68845-01-2,perfuming,
ETHYL HYDROXYHEPTYL KETONE,67633-95-8,perfuming,
RAVENSARA AROMATICA TWIG OIL,91770-56-8,perfuming,
OXYQUINOLINE BENZOATE,7091-57-8,antimicrobial,
ISOBUTYL CINNAMATE,122-67-8,perfuming,
TRANS-3-HEXENYL ISOBUTYRATE,84682-20-2,perfuming,
UNDECYLENOYL SARCOSINE,777033-26-8,antidandruff; antiseborrhoeic; preservative,
P-METHOXYBUTYLIDENE-CYCLOHEXANE,93777-41-4,perfuming,
ROSE KETONE-5,33673-71-1,perfuming,
AMMONIUM PROPIONATE,17496-08-1,preservative,
TRICYCLODECANE-8-ONE,13380-94-4,perfuming,
TRANS-2-UNDECENAL,53448-07-0,perfuming,
EUGENYL FORMATE,10031-96-6,perfuming,
ISOBUTYL SALICYLATE,87-19-4,perfuming,
CYCLOHEXYL BUTYRATE,1551-44-6,perfuming,
GINKGO BILOBA LEAF WATER,90045-36-6,flavouring; masking; perfuming; skin-conditioning,
OCTYL FORMATE,112-32-3,perfuming,
DIIODOMETHYLTOLYLSULFONE,20018-09-1,antimicrobial,
ALPHA-IONYL ACETATE,52210-18-1,perfuming,
THEOBROMA CACAO CALLUS POWDER,,antioxidant; bleaching; skin-conditioning; skin-protecting; stabilising,
TRIMETHYL-6-METHYLENECYCLOHEXANEPROPANOL,13720-13-3,perfuming,
LENS CULINARIS SEED EXTRACT,,antimicrobial; antiseborrhoeic,
STYRAX TONKINENSIS RESIN EXTRACT,9000-72-0 / 84012-39-5,perfuming; skin-conditioning,
TRIMETHYLHEXYL PROPIONATE,68991-95-7,perfuming,
METHYL DIMETHYLOCTADIENOATE,1189-09-9,perfuming,
FERRIC CHLORIDE,7705-08-0,astringent,
CHLORHEXIDINE DIHYDROCHLORIDE,3697-42-5,antimicrobial; oral-care; preservative,
POLYMETHOXY BICYCLIC OXAZOLIDINE,56709-13-8,antimicrobial,
SODIUM P-CHLORO-M-CRESOL,15733-22-9,antimicrobial,
CENTAUREA CYANUS FLOWER EXTRACT,84012-18-0,astringent; skin-conditioning,
ISOPROPYL HEXANOATE,2311-46-8,perfuming,
STYRALYL ALCOHOL,98-85-1,perfuming,
3-OCTANOL,589-98-0,perfuming,
DICTAMNUS ALBUS ROOT EXTRACT,89998-27-6,astringent; hair-conditioning; skin-conditioning,
STEPHANANDRA INCISA STEM EXTRACT,,antimicrobial; antioxidant; astringent; emollient; hair-conditioning,
1‚4-BUTANEDIOL BISDECANOATE,,bleaching,
PHENOXYACETIC ACID,122-59-8,perfuming,
DIMETHYL PHENYLPROPANOL,13351-61-6,masking; perfuming,
CAPRYLOYL OCTAPEPTIDE-33 D-METHIONINE,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,
QUATERNIUM-14,27479-28-3,antimicrobial; antistatic; hair-conditioning; surfactant,
PHORMIUM TENAX LEAF WATER,,antioxidant; astringent; humectant; skin-conditioning; skin-protecting,
CISTUS CYPRIUS EXTRACT ETHYL ESTERS,73138-66-6,perfuming,
ALLYL BUTYRATE,2051-78-7,perfuming,
2-(1-ETHYLPROPYL)PYRIDINE,7399-50-0,perfuming,
HYDROXYRESVERATROL,4721-07-7,bleaching; skin-conditioning; skin-protecting,
METHYL ISOPROPYL-METHYLBICYCLOOCTENE-2-CARBOXYLATE,68966-86-9,perfuming,
LOLIUM PERENNE LEAF OIL,90063-63-1,perfuming,
VALERIANA JATAMANSI RHIZOME OIL,94280-15-6,antimicrobial; antiseborrhoeic; emollient; humectant; masking; skin-conditioning,
OZONIZED PEG-14 OLEATE,,antimicrobial; cleansing; surfactant,
CALCIUM BENZOATE,2090-05-3,preservative,
TANACETUM VULGARE FLOWER EXTRACT,84961-64-8,perfuming,
ROSA GALLICA FLOWER WATER,84604-13-7,flavouring; masking; perfuming,
SODIUM PHOSPHORUS/ZINC/CALCIUM/SILICON/ALUMINUM/SILVER OXIDES,,antimicrobial; antiseborrhoeic; preservative,
POTASSIUM BENZOATE,582-25-2,preservative,
TRIGONELLA FOENUM-GRAECUM SEED OIL,84625-40-1,perfuming,
P-TERT-BUTYLPHENYLISOBUTANOL,56107-04-1,perfuming,
P-ANISYL ISOBUTYRATE,71172-26-4,perfuming,
GERANYL PHENYLACETATE,102-22-7,perfuming,
LYCIUM CHINENSE FRUIT/(ANGELICA DAHURICA/REHMANNIA GLUTINOSA/SCUTELLARIA BAICALENSIS) ROOT EXTRACT,,bleaching; skin-conditioning,
CASSYTHA FILIFORMIS POWDER,,antioxidant; antiseborrhoeic; preservative; skin-conditioning; skin-protecting,
ISOAMYL PROPIONATE,105-68-0,perfuming,
COMMIPHORA GILEADENSIS SAP EXTRACT,,antimicrobial; antioxidant; astringent; uv-filter,
LIPPIA CITRIODORA LEAF CELL CULTURE EXTRACT,,masking; perfuming,
TRANS-5-OCTENONE,19093-20-0,perfuming,
ACACIA DECURRENS FLOWER EXTRACT,98903-76-5,masking; perfuming,
2-TERT-BUTYLHYDROQUINONE METHYL ETHER,121-00-6,perfuming,
METHYL HYDROXY-METHYLPENTYLCYCLOHEXENYL-METHYLENEAMINOBENZOATE,67634-12-2,perfuming,
NARCISSUS POETICUS FLOWER WATER,90064-26-9,flavouring; masking; perfuming,
2-METHYLPENT-3-ENOIC ACID,37674-63-8,perfuming,
3-CARENE,13466-78-9,perfuming,
METHYL-METHYLENE-TRICYCLODECANOL,122760-84-3,perfuming,
OZONIZED GLYCERIN,,astringent,
CARUM CARVI FRUIT OIL,85940-31-4 / 8000-42-8,masking; perfuming,
3‚6-DIMETHYL-3-OCTYL ACETATE,60763-42-0,perfuming,
CUPRESSUS FUNEBRIS WOOD OIL,85085-29-6,perfuming,
METHYL ISOEUGENOL,93-16-3,perfuming,
2-FURANCARBALDEHYDE/HEPTANAL HYDROGENATED,68411-59-6,perfuming,
CITRUS GRANDIS PEEL/SEED EXTRACT,,antimicrobial; preservative,
CITRAL DIMETHYL ACETAL,7549-37-3,perfuming,
ETHYL DIMETHYLOCTADIENOATE,13058-12-3,perfuming,
HEXAMIDINE DIISETHIONATE,659-40-5,antifoaming; emollient; preservative; skin-conditioning,
ISOBUTYL PROPIONATE,540-42-1,perfuming,
LACTOBACCILLUS/HIBISCUS SABDARIFFA CALLUS CULTURE FERMENT FILTRATE,,antimicrobial; antioxidant; humectant; skin-conditioning,
PHYLLOSTACHYS EDULIS STEM EXTRACT,,antimicrobial; deodorant,
MENTHA ARVENSIS PIPERASCENS HERB EXTRACT,91722-84-8,perfuming,
2‚3-DIETHYLPYRAZINE,15707-24-1,perfuming,
SODIUM BISULFITE,7631-90-5,antioxidant; preservative; reducing,
METHYLVALERIC ACID,97-61-0,perfuming,
CITRUS AURANTIUM DULCIS PEEL EXTRACT,8028-48-6,binding; emulsion-stabilising; perfuming; skin-conditioning; viscosity-controlling,
METHYLCYCLOPENTENOLONE,80-71-7,perfuming,
C11-14 ALKYL ACETATE,84712-50-5,perfuming,
MENTHA ARVENSIS PIPERASCENS HERB OIL,91722-84-8,perfuming,
3-METHYL-5-PHENYL-2-PENTENENITRILE,93893-89-1,perfuming,
SH-OLIGOPEPTIDE-88,,antiseborrhoeic; hair-conditioning; humectant,
PELARGONIUM GRAVEOLENS STEM LEAF OIL,90082-51-2,perfuming,
EXCOECARIA BICOLOR LEAF EXTRACT,,antioxidant; bleaching,
ACACIA FARNESIANA FLOWER/STEM EXTRACT,89958-31-6,astringent; viscosity-controlling,
DIMETHOXYBENZAMIDO PHENYLHYDROXYLACETAMIDE,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
GERANYL ACETATE,105-87-3,perfuming; tonic,
CAPRYLOYL HEPTAPEPTIDE-33,,antimicrobial; antioxidant; antiseborrhoeic; skin-conditioning,
